index,sentence,true_tags,predicted_tags,true_entities,predicted_entities
2326,"ĠProsecutors Ġhad Ġasked Ġfor Ġ15 Ġyears Ġin Ġjail Ġfor ĠJay nes , Ġand Ġa Ġjail Ġterm Ġfor Ġhis Ġsister .",O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O,[],"[('PUBLIC-FIGURE', 9, 10)]"
2327,"ĠBut ĠJay nes ' Ġlawyer ĠDavid ĠOb lon Ġcalled Ġthe Ġnine - year Ġrecommended Ġterm Ġ"" out rage ous "" Ġand Ġsaid Ġhis Ġclient Ġbelieved Ġhe Ġwas Ġinnocent .",O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 5, 7)]","[('PUBLIC-FIGURE', 1, 2), ('PUBLIC-FIGURE', 5, 7)]"
2333,"ĠMatthew ĠHer ren Ġfrom ĠEdu Vision Ġtold Ġthe ĠBBC Ġprogramme ĠGo ĠDigital Ġhow Ġthe Ġnon - governmental Ġorganisation Ġuses Ġa Ġcombination Ġof Ġsatellite Ġradio Ġand Ġhandheld Ġcomputers Ġcalled ĠE - sl ates . Ġ""",B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('BUSINESS-EXECUTIVE-MANAGER', 0, 2)]","[('PUBLIC-FIGURE', 0, 2)]"
2341,"ĠBut ĠMr ĠHer ren Ġsays Ġthere Ġare Ġboth Ġpros Ġand Ġcons Ġto Ġthe Ġproject . Ġ""",O O O O O O O O O O O O O O O O,O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 2, 3)]"
2347,ĠMr ĠHer ren Ġsays Ġthis Ġwould Ġvastly Ġincrease Ġthe Ġopportunities Ġavailable Ġto Ġthe Ġstudents .,O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 1, 2)]"
2351,"ĠBut ĠMr ĠHer ren Ġsays ĠEdu Vision Ġalready Ġhas Ġplans Ġto Ġextend Ġit Ġto Ġmore Ġremote Ġregions . Ġ""",O O O O O O O O O O O O O O O O O O O,O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 2, 3)]"
2353,"ĠMac ie j ĠSund ra , Ġwho Ġdesigned Ġthe Ġuser Ġinterface Ġfor Ġthe ĠE - sl ates , Ġsays Ġthe Ġproject 's Ġultimate Ġgoal Ġis Ġleve lling Ġaccess Ġto Ġknowledge Ġaround Ġthe Ġworld . Ġ""",B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('BUSINESS-EXECUTIVE-MANAGER', 0, 4)]","[('PUBLIC-FIGURE', 0, 4)]"
2359,"ĠWe Ġtook Ġsome Ġtime Ġoff Ġfor ĠChristmas , Ġbut Ġgenerally Ġwe 're Ġdoing Ġanother Ġrecord ,"" ĠBar row Ġtold Ġthe Ġdigital Ġradio Ġstation .",O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O,[],"[('MUSICIAN', 16, 17)]"
2361,"ĠPort is head Ġwill Ġplay Ġalongside Ġfellow ĠBristol Ġband ĠMassive ĠAttack Ġat ĠOx fam 's ĠTs um ani Ġappeal , Ġheld Ġat Ġthe ĠBristol ĠAcademy Ġon Ġ19 ĠFebruary .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O,[],"[('ATHLETE', 0, 2), ('ATHLETE', 15, 17)]"
2362,"ĠBar row Ġsaid Ġhe Ġwas Ġsurprised Ġpeople Ġthought Ġthe Ġband , Ġwho Ġwon Ġa ĠMercury ĠMusic ĠPrize Ġin Ġ1995 Ġfor Ġtheir Ġdebut Ġalbum ĠD ummy , Ġhad Ġsplit Ġup .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 1)]"
2365,"ĠPort is head Ġwill Ġnot Ġplay Ġany Ġnew Ġmaterial Ġat Ġnext Ġmonth 's Ġconcert , Ġwhich Ġwill Ġfeature Ġsinger ĠBeth ĠGib bons Ġplaying Ġwith Ġan Ġacoustic Ġbacking .",O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O,"[('MUSICIAN', 19, 21)]","[('MUSICIAN', 0, 2), ('MUSICIAN', 19, 21)]"
2368,"ĠD ummy Ġwas Ġa Ġcritics ' Ġfavourite Ġin Ġ1994 , Ġhailed Ġfor Ġits Ġblend Ġof Ġmenacing Ġsounds Ġand Ġhip - hop Ġbeats Ġmarried Ġto Ġold Ġsoul Ġsamples .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('MUSICIAN', 0, 1)]"
2369,"ĠThe Ġfollow Ġup , ĠPort is head , Ġwas Ġreleased Ġthree Ġyears Ġlater .",O O O O O O O O O O O O O O,O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O,[],"[('ATHLETE', 4, 6)]"
2370,ĠParker Ġmisses ĠEngland Ġclash Ċ Ċ Tom ĠShank lin Ġwill Ġstart Ġin Ġthe Ġcentre Ġfor ĠWales Ġagainst ĠEngland Ġin ĠCardiff Ġon ĠSaturday Ġafter ĠSonny ĠParker Ġfailed Ġto Ġrecover Ġfrom Ġa Ġtrapped Ġneck Ġnerve .,O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O,B-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O,"[('ATHLETE', 6, 8), ('ATHLETE', 23, 24)]","[('ATHLETE', 0, 0), ('ATHLETE', 6, 8), ('ATHLETE', 23, 24)]"
2371,"Ġ Ċ Ċ Sh ank lin Ġwas Ġfirst - choice Ġwing Ġin Ġthe Ġautumn ĠTests , Ġbut Ġprefers Ġcentre Ġand Ġwill Ġface ĠEngland Ġdebut ant ĠMat hew ĠT ait .",O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,"[('ATHLETE', 25, 28)]","[('ATHLETE', 3, 5), ('ATHLETE', 25, 28)]"
2372,ĠDragons Ġthree - quarter ĠHal ĠL us combe Ġtakes ĠShank lin 's Ġwing Ġberth .,O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O,O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O,"[('ATHLETE', 4, 7)]","[('ATHLETE', 4, 7), ('ATHLETE', 9, 10)]"
2374,"ĠDavies Ġwins Ġthe Ġvote Ġahead Ġof ĠRobin ĠMc B ry de , Ġwho Ġsits Ġon Ġthe Ġbench Ġhaving Ġrecently Ġreturned Ġto Ġaction Ġfor Ġthe ĠScar lets Ġfollowing Ġa Ġneck Ġinjury .",O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 6, 10)]","[('ATHLETE', 0, 0), ('ATHLETE', 6, 10)]"
2375,"Ġ Ċ Ċ S id oli Ġis Ġback Ġfor Ġthe Ġfirst Ġtime Ġsince Ġlast Ġseason 's ĠSix ĠNations , Ġthe ĠBlues Ġsecond Ġrow Ġback Ġto Ġform Ġafter Ġa Ġn igg ling Ġgroin Ġproblem .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 3, 5)]"
2376,"ĠWilliams , ĠSid oli 's Ġteam - mate Ġat ĠCardiff , Ġis Ġset Ġto Ġwin Ġhis Ġ50 th Ġcap , Ġreplacing Ġthe Ġinjured ĠColin ĠChar vis Ġafter Ġmaking Ġa Ġquicker - than - expected Ġrecovery Ġfrom Ġa Ġneck Ġdisc Ġproblem . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,B-ATHLETE O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,"[('ATHLETE', 23, 25)]","[('ATHLETE', 0, 0), ('ATHLETE', 2, 3), ('ATHLETE', 23, 25)]"
2377,"ĠInitially Ġwhen ĠI Ġhad Ġthe Ġdiagnosis Ġit Ġwas Ġa Ġcase Ġof Ġtrying Ġto Ġget Ġfit Ġfor Ġthe ĠItaly Ġgame Ġnext Ġweek , Ġbut Ġfortunately Ġmy Ġrecovery Ġhas Ġbeen Ġa Ġlot Ġquicker Ġthan Ġwe Ġall Ġhoped ,"" ĠWilliams Ġtold ĠBBC ĠSport ĠWales . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O O O,[],"[('ATHLETE', 36, 36)]"
2380,"ĠWilliams Ġsays Ġhe Ġexpects Ġa Ġtor rid Ġtime Ġfrom Ġan ĠEngland Ġloose - forward Ġtrio Ġof ĠLewis ĠMoody , ĠJoe ĠW ors ley Ġand ĠAndy ĠHaz ell . Ġ""",O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O,"[('ATHLETE', 16, 17), ('ATHLETE', 19, 22), ('ATHLETE', 24, 26)]","[('PUBLIC-FIGURE', 0, 0), ('ATHLETE', 16, 17), ('ATHLETE', 19, 22), ('ATHLETE', 24, 26)]"
2381,"ĠThey Ġare Ġthree Ġtop - class Ġplayers , Ġespecially ĠW ors ley Ġand ĠMoody .",O O O O O O O O O O O O O O O,O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O,[],"[('ATHLETE', 9, 11), ('ATHLETE', 13, 13)]"
2382,"ĠThey Ġhave Ġbeen Ġthere Ġand Ġdone Ġit ,"" ĠWilliams Ġadded . Ġ""",O O O O O O O O O O O O,O O O O O O O O B-ATHLETE O O O,[],"[('ATHLETE', 8, 8)]"
2384,"ĠL us combe Ġgets Ġthe Ġnod Ġon Ġthe Ġwing Ġahead Ġof ĠDragons Ġteam - mate ĠKevin ĠMorgan , Ġwho Ġwins Ġa Ġplace Ġon Ġthe Ġbench Ġalongside Ġunc apped ĠBlues Ġprop ĠJohn ĠY app .",O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O,"[('ATHLETE', 15, 16), ('ATHLETE', 30, 32)]","[('ATHLETE', 0, 2), ('ATHLETE', 15, 16), ('ATHLETE', 30, 32)]"
2385,"Ġ Ċ Ċ G ĠThomas Ġ( T oul ouse Ġ( capt ); ĠH ĠL us combe Ġ( Dr agons ), ĠT ĠShank lin Ġ( Bl ues ), ĠG ĠH enson Ġ( O sp reys ), ĠS ĠWilliams Ġ( O sp reys ); ĠS ĠJones Ġ( C ler mont ĠAu ver g ne ), ĠD ĠPeel Ġ( Scar lets ); ĠG ĠJenkins Ġ( Bl ues ), ĠM ĠDavies Ġ( Gl ou cester ), ĠA ĠJones Ġ( O sp reys ), ĠB ĠCock b ain Ġ( O sp reys ), ĠR ĠSid oli Ġ( Bl ues ), ĠD ĠJones Ġ( Scar lets ), ĠM ĠWilliams Ġ( Bl ues ), ĠM ĠOwen Ġ( Dr agons ).",O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O,O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O,"[('ATHLETE', 3, 4), ('ATHLETE', 12, 15), ('ATHLETE', 20, 22), ('ATHLETE', 27, 29), ('ATHLETE', 35, 36), ('ATHLETE', 42, 43), ('ATHLETE', 53, 54), ('ATHLETE', 59, 60), ('ATHLETE', 72, 73), ('ATHLETE', 79, 82), ('ATHLETE', 88, 90), ('ATHLETE', 95, 96), ('ATHLETE', 101, 102), ('ATHLETE', 107, 108)]","[('ATHLETE', 3, 4), ('ATHLETE', 12, 15), ('ATHLETE', 20, 22), ('ATHLETE', 27, 29), ('ATHLETE', 35, 36), ('ATHLETE', 42, 43), ('ATHLETE', 53, 54), ('ATHLETE', 59, 60), ('ATHLETE', 65, 66), ('ATHLETE', 72, 73), ('ATHLETE', 79, 82), ('ATHLETE', 88, 90), ('ATHLETE', 95, 96), ('ATHLETE', 101, 102), ('ATHLETE', 107, 108)]"
2387,ĠDawson Ġwins ĠEngland Ġsquad Ġrecall Ċ Ċ Was ps Ġscr um - half ĠMatt ĠDawson Ġhas Ġbeen Ġrecalled Ġto ĠEngland 's Ġtraining Ġsquad Ġahead Ġof Ġthe ĠR BS ĠSix ĠNations Ġand Ġbeen Ġreinstated Ġin Ġthe ĠElite ĠPlayer ĠSquad .,O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 13, 14)]","[('ATHLETE', 0, 0), ('ATHLETE', 13, 14)]"
2388,"Ġ Ċ Ċ Coach ĠAndy ĠRobinson Ġdropped ĠDawson Ġfor Ġthe Ġautumn ĠTests Ġafter Ġhe Ġmissed Ġtraining Ġto Ġfilm Ġ' A ĠQuestion Ġof ĠSport .' Ġ""",O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O,O O O O B-ATHLETE I-ATHLETE O B-ATHLETE O O O O O O O O O O O O O O O O O,"[('ATHLETE', 4, 5)]","[('ATHLETE', 4, 5), ('ATHLETE', 7, 7)]"
2389,"ĠI Ġalways Ġsaid ĠI Ġwould Ġconsider Ġbringing ĠMatt Ġback Ġif ĠI Ġfelt Ġhe Ġwas Ġplaying Ġwell ,"" ĠRobinson Ġsaid . Ġ""",O O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-ATHLETE O O O O O O O O O B-ATHLETE O O O,[],"[('ATHLETE', 7, 7), ('ATHLETE', 17, 17)]"
2392,"ĠIt 's Ġobviously Ġan Ġhonour Ġto Ġbe Ġasked Ġto Ġtrain Ġwith ĠEngland ,"" Ġsaid ĠT ait , Ġwho Ġhas Ġburst Ġinto Ġcontention Ġrecently . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O,[],"[('ATHLETE', 14, 15)]"
2394,"ĠRobinson Ġhas Ġinvited Ġ42 Ġplayers Ġto Ġattend Ġa Ġthree - day Ġsession Ġin ĠLeeds Ġnext Ġweek , Ġin Ġwhich Ġhis Ġsquad Ġwill Ġtrain Ġin Ġpart Ġwith Ġthe ĠLeeds ĠRh inos Ġrugby Ġleague Ġsquad .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 0)]"
2395,"Ġ Ċ Ċ With ĠMike ĠT ind all Ġruled Ġout Ġof Ġthe Ġopening Ġtwo Ġmatches Ġand ĠWill ĠGreenwood Ġsidelined Ġfor Ġthe Ġentire ĠSix ĠNations , ĠT ait Ġis Ġone Ġof Ġsix Ġor Ġseven Ġcontenders Ġfor Ġthe Ġtwo Ġcentre Ġber ths .",O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O,O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O,"[('ATHLETE', 4, 7), ('ATHLETE', 16, 17)]","[('ATHLETE', 4, 7), ('ATHLETE', 16, 17), ('ATHLETE', 25, 26)]"
2400,"ĠBe att ie Ġhas Ġmatured Ġgreatly Ġas Ġa Ġplayer Ġthese Ġpast Ġtwo Ġseasons ,"" ĠRobinson Ġsaid .",O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O B-ATHLETE O O,[],"[('ATHLETE', 0, 2), ('ATHLETE', 14, 14)]"
2401,"ĠJon ny ĠWilkinson , ĠT ind all Ġand ĠMartin ĠCor ry Ġhave Ġall Ġbeen Ġincluded Ġdespite Ġtheir Ġun availability Ġfor Ġthe Ġopening Ġtwo Ġmatches Ġagainst ĠWales Ġand ĠFrance .",B-ATHLETE I-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 0, 2), ('ATHLETE', 8, 10)]","[('ATHLETE', 0, 2), ('ATHLETE', 4, 6), ('ATHLETE', 8, 10)]"
2403,"ĠCu eto Ġwas Ġselected Ġfor Ġthe ĠNovember Ġinternational s Ġdespite Ġnot Ġbeing Ġpart Ġof Ġthe Ġgroup , Ġbut Ġscored Ġfour Ġtries Ġin Ġthree ĠEngland Ġappearances .",O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 1)]"
2405,ĠThe Ġplayers Ġin ĠRobinson 's Ġelite Ġsquad Ġcan Ġonly Ġplay Ġ32 Ġmatches Ġfor Ġclub Ġand Ġcountry .,O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 3, 3)]"
2407,"Ġ Ċ Ċ B alsh aw , ĠCohen , ĠCu eto , ĠLew sey , ĠRobinson , ĠSimpson - Daniel , ĠVoy ce , ĠAbbott , ĠNoon , ĠPaul , ĠSmith , ĠT ait , ĠT ind all , ĠBarkley , ĠHodg son , ĠKing , ĠWilkinson , ĠDawson , ĠEllis , ĠG om ars all .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,[],"[('ATHLETE', 3, 5), ('ATHLETE', 7, 7), ('ATHLETE', 9, 10), ('ATHLETE', 12, 13), ('ATHLETE', 15, 15), ('ATHLETE', 17, 19), ('ATHLETE', 21, 22), ('ATHLETE', 24, 24), ('ATHLETE', 26, 26), ('ATHLETE', 28, 28), ('ATHLETE', 30, 30), ('ATHLETE', 32, 33), ('ATHLETE', 35, 37), ('ATHLETE', 39, 39), ('ATHLETE', 41, 42), ('ATHLETE', 44, 44), ('ATHLETE', 46, 46), ('ATHLETE', 48, 48), ('ATHLETE', 50, 50), ('ATHLETE', 52, 55)]"
2408,"Ġ Ċ Ċ Ch uter , ĠThompson , ĠT itter rell , ĠR ownt ree , ĠSheridan , ĠStevens , ĠVick ery , ĠWhite , ĠB orth wick , ĠBrown , ĠL ĠDe acon , ĠG rew cock , ĠKay , ĠShaw , ĠBe att ie , ĠCor ry , ĠFor re ster , ĠHaz ell , ĠJones , ĠMoody , ĠV y v yan , ĠJ ĠW ors ley .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,[],"[('ATHLETE', 3, 4), ('ATHLETE', 6, 6), ('ATHLETE', 8, 10), ('ATHLETE', 12, 14), ('ATHLETE', 16, 16), ('ATHLETE', 18, 18), ('ATHLETE', 20, 21), ('ATHLETE', 23, 23), ('ATHLETE', 25, 27), ('ATHLETE', 29, 29), ('ATHLETE', 31, 33), ('ATHLETE', 35, 37), ('ATHLETE', 39, 39), ('ATHLETE', 41, 41), ('ATHLETE', 43, 45), ('ATHLETE', 47, 48), ('ATHLETE', 50, 52), ('ATHLETE', 54, 55), ('ATHLETE', 57, 57), ('ATHLETE', 59, 59), ('ATHLETE', 61, 64), ('ATHLETE', 66, 69)]"
