sub_category,sentence,ner_entities
Economy,"But it is very understandable,"" said Al Breach, an economist at UBS Brunswick.","[{""text"": ""Al Breach"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"Company spokesman Glenn Waller said Exxon still considered the deal valid, despite Russia inviting new offers for the land block.","[{""text"": ""Glenn Waller"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"According to Mr Waller, Exxon ""were not planning to bid at a new tender anyway"".","[{""text"": ""Waller"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"""We regret the ministry has taken such a decision,"" said Ivan Kulakov, deputy chairman of Highland Gold - a mining firm that has the motto ""Bringing Russia's Gold to Market"".","[{""text"": ""Ivan Kulakov"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"Rod Eddington, BA's chief executive, said the results were ""respectable"" in a third quarter when fuel costs rose by £106m or 47.3%.","[{""text"": ""Rod Eddington"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,Yet aviation analyst Mike Powell of Dresdner Kleinwort Wasserstein says BA's estimated annual surcharge revenues - £160m - will still be way short of its additional fuel costs - a predicted extra £250m.,"[{""text"": ""Mike Powell"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"""For the year to March 2005, the total revenue outlook is slightly better than previous guidance with a 3% to 3.5% improvement anticipated,"" BA chairman Martin Broughton said.","[{""text"": ""Martin Broughton"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"Aviation analyst Nick Van den Brul of BNP Paribas described BA's latest quarterly results as ""pretty modest"".","[{""text"": ""Nick Van den Brul"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"""Our focus remains on reducing controllable costs and debt whilst continuing to invest in our products,"" Mr Eddington said.","[{""text"": ""Eddington"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Athletics,Collins to compete in Birmingham,"[{""text"": ""Collins"", ""label"": ""ATHLETE""}]"
Athletics,World and Commonwealth 100m champion Kim Collins will compete in the 60m at the Norwich Union Grand Prix in Birmingham on 18 February.,"[{""text"": ""Kim Collins"", ""label"": ""ATHLETE""}]"
Athletics,The St Kitts and Nevis star joins British Olympic relay gold medallists Jason Gardener and Mark Lewis-Francis.,"[{""text"": ""Jason Gardener"", ""label"": ""ATHLETE""}, {""text"": ""Mark Lewis-Francis"", ""label"": ""ATHLETE""}]"
Athletics,Sydney Olympic 100m champion and world indoor record holder Maurice Greene and Athens Olympic 100m silver medallist Francis Obikwelu will also take part.,"[{""text"": ""Maurice Greene"", ""label"": ""ATHLETE""}, {""text"": ""Francis Obikwelu"", ""label"": ""ATHLETE""}]"
Athletics,Collins ran in Birmingham at the 2003 World Indoor Championships.,"[{""text"": ""Collins"", ""label"": ""ATHLETE""}]"
Athletics,"""Jason Gardener and Mark Lewis-Francis are Olympic gold medallists now and I'm sure they'll be aiming to win in front of their home supporters.","[{""text"": ""Jason Gardener"", ""label"": ""ATHLETE""}, {""text"": ""Mark Lewis-Francis"", ""label"": ""ATHLETE""}]"
Athletics,Collins was sixth in the Olympic final in Athens but is hoping for a better result at the World Championships in Finland this summer.,"[{""text"": ""Collins"", ""label"": ""ATHLETE""}]"
Music,"Springer criticises Opera musical

Talk show host Jerry Springer, whose programme inspired the controversial opera shown by the BBC, has said he would not have written it himself.","[{""text"": ""Springer"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Jerry Springer"", ""label"": ""PUBLIC-FIGURE""}]"
Music,Springer helped launch the West End show and attended the opening night.,"[{""text"": ""Springer"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,Founder Stelios Haji-Ioannou has pledged to contest the action.,"[{""text"": ""Stelios Haji-Ioannou"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"However, Mr Haji-Ioannou, who plans to launch Easymobile next month, vowed to fight back, saying: ""We have nothing to be afraid of in this court case.","[{""text"": ""Haji-Ioannou"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"""If you're issued a seafarer's ID in your country, you want to be sure that when the ship lands in a port in, say, my country you can validate yourself using whatever equipment we have installed,"" Authenti-corp's CEO, Cynthia Musselman, told the BBC's Go Digital programme.","[{""text"": ""Cynthia Musselman"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"""By increasing security on the seas as well as border control and protection, the cards will hopefully reduce the number of piracy problems around the world,"" said Ms Musselman.","[{""text"": ""Musselman"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Cinema,Tarantino 'to make Friday sequel',"[{""text"": ""Tarantino"", ""label"": ""ACTOR-DIRECTOR""}]"
Cinema,"Director Quentin Tarantino is in talks to write and direct a new instalment in the Friday the 13th horror franchise, according to the Hollywood Reporter.","[{""text"": ""Quentin Tarantino"", ""label"": ""ACTOR-DIRECTOR""}]"
Cinema,"According to the industry newspaper, New Line had been trying to make another sequel involving Ash, the hero of the Evil Dead movies, but was unable to agree terms with director Sam Raimi.","[{""text"": ""Sam Raimi"", ""label"": ""ACTOR-DIRECTOR""}]"
Cinema,Tarantino is said to be intrigued by the prospect of building a new film around one of the horror genre's most recognised figures.,"[{""text"": ""Tarantino"", ""label"": ""ACTOR-DIRECTOR""}]"
Cinema,"Tarantino's episode, for which he also wrote the original story, will be broadcast in the US on 19 May.","[{""text"": ""Tarantino"", ""label"": ""ACTOR-DIRECTOR""}]"
Tech,"One of the biggest changes of 2004 was the waning influence of the boy hackers keen to make a name by writing a fast-spreading virus, said Kevin Hogan, senior manager in Symantec's security response group.","[{""text"": ""Kevin Hogan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"Although teenage virus writers will still play around with malicious code, said Mr Hogan, 2004 saw a significant rise in criminal use of malicious programs.","[{""text"": ""Hogan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"His comment was echoed by Graham Cluley, senior technology consultant from anti-virus firm Sophos.","[{""text"": ""Graham Cluley"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"Mr Cluley said: ""When the commercial world gets involved, things really get nasty.","[{""text"": ""Cluley"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"""They are not an efficient way of spreading viruses,"" said Mr Hogan.","[{""text"": ""Hogan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"Mr Hogan said worm writers were more interested in recruiting PCs to take part in ""bot nets"" that can be used to send out spam or to mount attacks on websites.","[{""text"": ""Hogan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"By contrast, said Mr Hogan, the code for viruses such as Gaobot, Spybot and Randex were commonly held and many groups work on them to produce new variants at the same time.","[{""text"": ""Hogan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"""That's unprecedented,"" said Mr Hogan.","[{""text"": ""Hogan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,One high-profile arrest was that of German teenager Sven Jaschen who confessed to be behind the Netsky and Sasser virus families.,"[{""text"": ""Sven Jaschen"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,"A third of the 2,000 broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks Tim Danton, editor of PC Pro Magazine.","[{""text"": ""Tim Danton"", ""label"": ""AUTHOR-WRITER""}]"
Tech,"""We discovered a huge variety of problems, but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier,"" said Tim Danton, editor of PC Pro.","[{""text"": ""Tim Danton"", ""label"": ""AUTHOR-WRITER""}]"
Tech,With prices set to drop even further in coming months Mr Danton advises everyone to shop around carefully.,"[{""text"": ""Danton"", ""label"": ""AUTHOR-WRITER""}]"
Celebrity News,"Festival director Dieter Kosslick says this strong showing signals ""a new consciousness for European films"".","[{""text"": ""Dieter Kosslick"", ""label"": ""PUBLIC-FIGURE""}]"
Celebrity News,"However, Mr Kosslick refused to accept that widespread opposition to the Iraq war had turned audiences against Hollywood imports.","[{""text"": ""Kosslick"", ""label"": ""PUBLIC-FIGURE""}]"
Celebrity News,"More than a dozen celebrities are scheduled to attend, among them Will Smith, Kevin Spacey and Keanu Reeves.","[{""text"": ""Will Smith"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Kevin Spacey"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Keanu Reeves"", ""label"": ""ACTOR-DIRECTOR""}]"
Celebrity News,But Mr Kosslick says more would be coming had the Academy Awards not been brought forward to 27 February.,"[{""text"": ""Kosslick"", ""label"": ""PUBLIC-FIGURE""}]"
Music,Elvis regains top chart position,"[{""text"": ""Elvis"", ""label"": ""MUSICIAN""}]"
Music,"Elvis Presley has scored his 19th number one single in the UK charts with the re-release of Jailhouse Rock, 27 years after his death.","[{""text"": ""Elvis Presley"", ""label"": ""MUSICIAN""}]"
Music,Elvis knocked X Factor winner Steve Brookstein down into second place after three weeks in the charts.,"[{""text"": ""Elvis"", ""label"": ""MUSICIAN""}, {""text"": ""Steve Brookstein"", ""label"": ""MUSICIAN""}]"
Music,In at number three was Iron Maiden for the Number Of The Beast and Erasure entered the chart at four with Breathe.,"[{""text"": ""Iron Maiden"", ""label"": ""MUSICIAN""}]"
Music,Elvis's number one is the 999th in chart history and comes the day after what would have been his 70th birthday.,"[{""text"": ""Elvis"", ""label"": ""MUSICIAN""}]"
Music,"Meanwhile, a poll carried out by royalty payments group the Performing Right Society found that The Wonder of You is the Elvis song most performed by live bands and tribute acts.","[{""text"": ""Elvis"", ""label"": ""MUSICIAN""}]"
Music,"Record company SonyBMG are releasing Elvis's 18 number one singles at the rate of one a week in Britain, complete with original artwork and a collector's box.","[{""text"": ""Elvis"", ""label"": ""MUSICIAN""}]"
Music,"Hit single One Night will follow next week - with the chance of becoming the 1,000th number one as interest surrounding Elvis's birthday grows.","[{""text"": ""Elvis"", ""label"": ""MUSICIAN""}]"
Music,The other two new entries are Dana Rayne with Object of My Desire at seven and Kasabian who are at number eight with Cut Off.,"[{""text"": ""Dana Rayne"", ""label"": ""MUSICIAN""}]"
Football,"QPR keeper Day heads for Preston

Queens Park Rangers keeper Chris Day is set to join Preston on a month's loan.","[{""text"": ""Day"", ""label"": ""ATHLETE""}, {""text"": ""Chris Day"", ""label"": ""ATHLETE""}]"
Football,"Day has been displaced by the arrival of Simon Royce, who is in his second month on loan from Charlton.","[{""text"": ""Day"", ""label"": ""ATHLETE""}, {""text"": ""Simon Royce"", ""label"": ""ATHLETE""}]"
Football,QPR have also signed Italian Generoso Rossi.,"[{""text"": ""Generoso Rossi"", ""label"": ""ATHLETE""}]"
Football,"R's manager Ian Holloway said: ""Some might say it's a risk as he can't be recalled during that month and Simon Royce can now be recalled by Charlton.","[{""text"": ""Simon Royce"", ""label"": ""ATHLETE""}, {""text"": ""Ian Holloway"", ""label"": ""ATHLETE""}]"
Football,Day's Rangers contract expires in the summer.,"[{""text"": ""Day"", ""label"": ""ATHLETE""}]"
Football,"Meanwhile, Holloway is hoping to complete the signing of Middlesbrough defender Andy Davies - either permanently or again on loan - before Saturday's match at Ipswich.","[{""text"": ""Holloway"", ""label"": ""ATHLETE""}, {""text"": ""Andy Davies"", ""label"": ""ATHLETE""}]"
Football,Davies impressed during a recent loan spell at Loftus Road.,"[{""text"": ""Davies"", ""label"": ""ATHLETE""}]"
Football,Holloway is also chasing Bristol City midfielder Tom Doherty.,"[{""text"": ""Holloway"", ""label"": ""ATHLETE""}, {""text"": ""Tom Doherty"", ""label"": ""ATHLETE""}]"
Football,Spain's Football Federation has initiated disciplinary action against national coach Luis Aragones over racist comments about Thierry Henry.,"[{""text"": ""Luis Aragones"", ""label"": ""ATHLETE""}, {""text"": ""Thierry Henry"", ""label"": ""ATHLETE""}]"
Football,"If found guilty Aragones could lose his job or face a fine of about £22,000.","[{""text"": ""Aragones"", ""label"": ""PUBLIC-FIGURE""}]"
Football,The federation had initially declined to take action against Aragones after comments he made during a national team training session in October.,"[{""text"": ""Aragones"", ""label"": ""PUBLIC-FIGURE""}]"
Football,But its president Angel Maria Villar changed his mind after a request by Spain's anti-violence commission.,"[{""text"": ""Angel Maria Villar"", ""label"": ""PUBLIC-FIGURE""}]"
Football,"Aragones insisted the comments, made to Henry's Arsenal club-mate Jose Antonio Reyes, were meant to motivate the player, and were not intended to be offensive.","[{""text"": ""Aragones"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Henry"", ""label"": ""ATHLETE""}, {""text"": ""Jose Antonio Reyes"", ""label"": ""ATHLETE""}]"
Football,Spain's minister of sport Jaime Lissavetzky was quick to give his backing to the Federation's decision.,"[{""text"": ""Jaime Lissavetzky"", ""label"": ""POLITICIAN""}]"
Tech,"Director of television Jana Bennett said the changes were about ""getting the best ideas on screen as efficiently and effectively as we can"".","[{""text"": ""Jana Bennett"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,"Jane Lush, controller of entertainment commissioning, said, ""Entertainment and comedy are incredibly important to our audiences; I'm confident these changes will help us get the very best programmes on screen.""","[{""text"": ""Jane Lush"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tech,Ms Bennett said the new roles would benefit those making programmes within the BBC as well as those making shows for the channel independently.,"[{""text"": ""Bennett"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Theatre,"Cate Blanchett, Leonardo DiCaprio and Richard Gere were just some of the actors who attended the 2005 Bafta film awards.","[{""text"": ""Cate Blanchett"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Leonardo DiCaprio"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Richard Gere"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"The biggest cheer of the night was reserved for The Aviator star Leonardo DiCaprio, who paused in the chilly February air to sign autographs for the throngs.","[{""text"": ""Leonardo DiCaprio"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"Best actress winner Imelda Staunton, who wore a green chiffon dress that sparkled with sequins and beads, told the BBC News website that Vera Drake was the highlight of her career.","[{""text"": ""Imelda Staunton"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,Rooting for Staunton in the best actress category,"[{""text"": ""Staunton"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"was Cate Blanchett, herself nominated for her supporting role as Hollywood icon Katherine Hepburn in The Aviator","[{""text"": ""Cate Blanchett"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Katherine Hepburn"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"Glamour was also brought to the evening by actress Sienna Miller, supermodel Claudia Schiffer - who was supporting her director husband Matthew Vaughn - Troy actress Diane Kruger and star of the TV programme The OC, Micha Barton.","[{""text"": ""Sienna Miller"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Claudia Schiffer"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Matthew Vaughn"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Diane Kruger"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Micha Barton"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"Wearing a caramel-coloured floaty frock by the designer Alexander McQueen, Miller told reporters the red carpet experience was ""intense, nerve-wracking and cold"".","[{""text"": ""Miller"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"The younger stars of British film were also represented in the shape of Emma Watson, who plays Hermione in the Harry Potter films.","[{""text"": ""Emma Watson"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"The 14-year-old said she was hoping to meet DiCaprio and Keanu Reeves but joked that ""they are probably a little too old for me"".

Actor Christian Slater, who is currently starring in One Flew Over The Cuckoo's Nest in London's West End, was greeted by cries of ""Christian, Christian"" by the ever vocal crowd.","[{""text"": ""DiCaprio"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Keanu Reeves"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Christian Slater"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"Keanu Reeves, who presented the best actress award, said being on the red carpet was an ""exciting"" part of his job.","[{""text"": ""Keanu Reeves"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"Martin Scorsese, whose movie The Aviator went on to win best film, said being honoured in the UK meant a lot to him.","[{""text"": ""Martin Scorsese"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"British actor Clive Owen, who has won a Golden Globe and a Bafta for his supporting role in Closer, said it ""meant a lot"" to be at the ceremony.","[{""text"": ""Clive Owen"", ""label"": ""ACTOR-DIRECTOR""}]"
Tennis,Henman overcomes rival Rusedski,"[{""text"": ""Henman"", ""label"": ""ATHLETE""}, {""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,Tim Henman saved a match point before fighting back to defeat British rival Greg Rusedski 4-6 7-6 (8-6) 6-4 at the Dubai Tennis Championships on Tuesday.,"[{""text"": ""Tim Henman"", ""label"": ""ATHLETE""}, {""text"": ""Greg Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,World number 46 Rusedski broke in the ninth game to take a tight opening set.,"[{""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,"Rusedski had match point at 6-5 in the second set tie-break after Henman double-faulted, but missed his chance and Henman rallied to clinch the set.","[{""text"": ""Henman"", ""label"": ""ATHLETE""}, {""text"": ""Henman"", ""label"": ""ATHLETE""}, {""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,The British number one then showed his superior strength to take the decider and earn his sixth win over Rusedski.,"[{""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,"Serve was held by both players with few alarms until the seventh game of the final set, when Rusedski's wild volley gave Henman a vital break.","[{""text"": ""Henman"", ""label"": ""ATHLETE""}, {""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,A furious Rusedski slammed his racket onto the ground in disgust and was warned by the umpire.,"[{""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,"Henman, seeded three, then held his serve comfortably thanks to four serve-and-volley winners to take a clear 5-3 lead.","[{""text"": ""Henman"", ""label"": ""ATHLETE""}]"
Tennis,Rusedski won his service game but Henman took the first of his three match points with a service winner to secure his place in the second round at Dubai for the first time in three years.,"[{""text"": ""Henman"", ""label"": ""ATHLETE""}, {""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,It was the first match between the pair for three years - Henman last lost to Rusedski six years ago - and lasted two hours and 40 minutes.,"[{""text"": ""Henman"", ""label"": ""ATHLETE""}, {""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,The pair are now likely to only face each other on court as rivals - rather than as team-mates - after Henman decided to retire from Davis Cup tennis leaving Rusedski to lead the team out against Israel on 4-6 March.,"[{""text"": ""Henman"", ""label"": ""ATHLETE""}, {""text"": ""Rusedski"", ""label"": ""ATHLETE""}]"
Tennis,"Henman, who now faces Russian Igor Andreev in the last 16, admitted afterwards it was difficult coming up against his compatriot on a fast surface.","[{""text"": ""Henman"", ""label"": ""ATHLETE""}, {""text"": ""Igor Andreev"", ""label"": ""ATHLETE""}]"
Company News,"Fears raised over ballet future

Fewer children in the UK are following in the dainty footsteps of dancers like Darcey Bussell, and carving out potential careers as ballet dancers.","[{""text"": ""Darcey Bussell"", ""label"": ""ATHLETE""}]"
Company News,"Dance teacher Eve Trew, who has taught ballet for over 48 years, told BBC News she had seen a ""vast"" change over the years.","[{""text"": ""Eve Trew"", ""label"": ""PUBLIC-FIGURE""}]"
Company News,"Hazel Gilbert, 23, an information manager from Newcastle, gave up ballet at the age of 10 and is typical of the problem.","[{""text"": ""Hazel Gilbert"", ""label"": ""PUBLIC-FIGURE""}]"
Company News,"Ms Trew, who runs a dance school in Gateshead, admitted it would be ""very difficult"" to reverse the trend and said many young ballet dancers were no longer willing to make the sacrifices to succeed.","[{""text"": ""Trew"", ""label"": ""PUBLIC-FIGURE""}]"
Company News,"Currently, only two out of 16 principal dancers at the Royal Ballet - Darcey Bussell and Jonathan Cope - are British, compared to 16 of the 21 principals in 1985.","[{""text"": ""Darcey Bussell"", ""label"": ""ATHLETE""}, {""text"": ""Jonathan Cope"", ""label"": ""PUBLIC-FIGURE""}]"
Company News,"Dame Antoinette Sibley, president of the RAD, launched the Fonteyn Nureyev Young Dancers competition earlier this week.","[{""text"": ""Antoinette Sibley"", ""label"": ""PUBLIC-FIGURE""}]"
TV & Radio,"""You started off with young male stereotype computer users for last 10 years,"" Paul Goosens, head of Preventon told the BBC News website.","[{""text"": ""Paul Goosens"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
TV & Radio,"Programs also need to be tailored so that they can be installed by dial-up users with a slower connection too, said Mr Goosens.","[{""text"": ""Goosens"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
TV & Radio,"The research shows that more people are taking these criminal net threats more seriously because, said Mr Goosens, they are reported in the press much more.","[{""text"": ""Goosens"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Politics,"Local councillor Lyn Brown was selected for West Ham, east London, in a contest between two white and five ethnic minority women.","[{""text"": ""Lyn Brown"", ""label"": ""POLITICIAN""}]"
Politics,An Operation Black Vote spokesman said they now wanted to meet Labour party chairman Ian McCartney for discussions.,"[{""text"": ""Ian McCartney"", ""label"": ""POLITICIAN""}]"
Politics,Mr McCartney recently announced party consultation on all-black shortlists.,"[{""text"": ""McCartney"", ""label"": ""POLITICIAN""}]"
Politics,"Ashok Vishwanathan of Operation Black Vote, which aims to increase ethnic minorities' participation in the political process and their representation, said the result again showed all-women shortlists were not effective in getting minority women selected.","[{""text"": ""Ashok Vishwanathan"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"""I think all-black shortlists are the only way to cut to the chase and address the lack of minority candidates,"" Mr Vishwanathan said.","[{""text"": ""Vishwanathan"", ""label"": ""PUBLIC-FIGURE""}]"
Economy,"""It will feel a bit slower (next year) than this year, and growth may be a bit more gentle but the situation is that the recovery will continue,"" said economy minister Heizo Takenaka.","[{""text"": ""Heizo Takenaka"", ""label"": ""POLITICIAN""}]"
Politics,"The figure announced by President Viktor Yushchenko is less than the 3,000 cases mentioned last week, but will cover many of the biggest deals.","[{""text"": ""Viktor Yushchenko"", ""label"": ""POLITICIAN""}]"
Politics,Ukraine recently ousted long-serving leader Leonid Kuchma and has said it wants closer European Union links.,"[{""text"": ""Leonid Kuchma"", ""label"": ""POLITICIAN""}]"
Politics,The comments came as Viktor Yushchenko prepared to head to Brussels to meet with US President George W Bush and other North Atlantic Treaty Organisation (Nato) leaders.,"[{""text"": ""Viktor Yushchenko"", ""label"": ""POLITICIAN""}, {""text"": ""George W Bush"", ""label"": ""POLITICIAN""}]"
Politics,"Mr Yushchenko recently defeated Moscow-backed presidential candidate and Prime Minister Viktor Yanukovych at the polls, and has made no secret of his wish to fight corruption and make Ukraine more transparent.","[{""text"": ""Yushchenko"", ""label"": ""POLITICIAN""}, {""text"": ""Viktor Yanukovych"", ""label"": ""POLITICIAN""}]"
Politics,"Earlier this month, new Prime Minister Yulia Tymoshenko said as many as 3,000 firms may have their privatisations put under the spotlight.","[{""text"": ""Yulia Tymoshenko"", ""label"": ""POLITICIAN""}]"
Politics,Her comments raised concerns among a number of investors and Mr Yushchenko was seen on Monday as trying to soothe their frayed nerves.,"[{""text"": ""Yushchenko"", ""label"": ""POLITICIAN""}]"
Politics,"""We acknowledge that business in Ukraine is now shaped and 98% of privatisations were carried out according to the law,"" Mr Yushchenko said on Monday.","[{""text"": ""Yushchenko"", ""label"": ""POLITICIAN""}]"
Politics,"It was sold in June 2004 to a consortium that included Viktor Pinchuk, son-in-law of former-President Kuchma, and Rinat Akhmetov, the country's richest man, for $800m (£424m) - despite other higher offers.","[{""text"": ""Viktor Pinchuk"", ""label"": ""POLITICIAN""}, {""text"": ""Kuchma"", ""label"": ""POLITICIAN""}, {""text"": ""Rinat Akhmetov"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Politics,"Vice-Prime Minister Oleg Rybachuk called on the EU to recognise the steps that Ukraine was taking, fearing that should the country not be rewarded for its efforts there may be a backlash against closer relations with Brussels.","[{""text"": ""Oleg Rybachuk"", ""label"": ""POLITICIAN""}]"
Politics,"""We deserve an honest response,"" Mr Rybachuk told the Associated Press in an interview.","[{""text"": ""Rybachuk"", ""label"": ""POLITICIAN""}]"
Politics,"""The EU has reiterated that we support (Ukraine's) fast accession to the WTO and if possible we would like that to happen some time during the year,"" said Claude Veron-Reville, a spokesman for EU trade commissioner Peter Mandelson.","[{""text"": ""Claude Veron-Reville"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Peter Mandelson"", ""label"": ""POLITICIAN""}]"
Politics,"Mr Yushchenko was careful not to turn his back on Russia, which borders the country to the east, saying it was important to maintain 'pragmatic' ties with Moscow.","[{""text"": ""Yushchenko"", ""label"": ""POLITICIAN""}]"
Politics,"""Russia is Ukraine's eternal strategic partner,"" Mr Yushchenko said.","[{""text"": ""Yushchenko"", ""label"": ""POLITICIAN""}]"
Economy,"""In our opinion it is a generic designation and we do not have any other name or term for this type of cheese,"" Hans Arne Kristiansen, a spokesman for the Danish Dairy Board, told the BBC.","[{""text"": ""Hans Arne Kristiansen"", ""label"": ""PUBLIC-FIGURE""}]"
Economy,"""It would cost millions if we wanted to introduce a new designation,"" Mr Kristiansen said.","[{""text"": ""Kristiansen"", ""label"": ""PUBLIC-FIGURE""}]"
Economy,"Judy Bell, the company's founder, said it would cost a huge amount to rebrand its product.","[{""text"": ""Judy Bell"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Football,"Beckham relief as Real go through

David Beckham expressed his relief at Real Madrid's passage to the Champions League knockout phase.","[{""text"": ""Beckham"", ""label"": ""ATHLETE""}, {""text"": ""David Beckham"", ""label"": ""ATHLETE""}]"
Football,"Beckham said: ""It's expected of Madrid to get through, but it's a relief for the club and players to have won.","[{""text"": ""Beckham"", ""label"": ""ATHLETE""}]"
Football,Celtic make late bid for Bellamy,"[{""text"": ""Bellamy"", ""label"": ""ATHLETE""}]"
Football,"Newcastle striker Craig Bellamy is discussing a possible short-term loan move to Celtic, BBC Sport understands.","[{""text"": ""Craig Bellamy"", ""label"": ""ATHLETE""}]"
Football,The Welsh striker has rejected a move to Birmingham after falling out with Magpies manager Graeme Souness.,"[{""text"": ""Graeme Souness"", ""label"": ""ATHLETE""}]"
Football,The Toon boss vowed Bellamy would not play again after a bitter row over his exclusion for the game against Arsenal.,"[{""text"": ""Bellamy"", ""label"": ""ATHLETE""}]"
Football,Celtic are in no position to match Birmingham's £6m offer but a stay until the end of the season could suit Bellamy while he considers his future.,"[{""text"": ""Bellamy"", ""label"": ""ATHLETE""}]"
Football,"According to Bellamy's agent, the player dismissed a permanent move to Birmingham.","[{""text"": ""Bellamy"", ""label"": ""ATHLETE""}]"
Football,"Bellamy was fined two weeks' wages after a live TV interview in which he accused Souness of lying, following a very public dispute about what position Bellamy should play in the side.","[{""text"": ""Bellamy"", ""label"": ""ATHLETE""}, {""text"": ""Bellamy"", ""label"": ""ATHLETE""}, {""text"": ""Souness"", ""label"": ""ATHLETE""}]"
Football,"Souness said: ""He can't play for me ever again.","[{""text"": ""Souness"", ""label"": ""ATHLETE""}]"
Football,"Chairman Freddy Shepherd described Bellamy's behaviour as ""totally unacceptable and totally unprofessional"".","[{""text"": ""Bellamy"", ""label"": ""ATHLETE""}, {""text"": ""Freddy Shepherd"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Theatre,Clint Eastwood's boxing drama Million Dollar Baby has become the new favourite to win best picture at the Oscars on Sunday.,"[{""text"": ""Clint Eastwood's"", ""label"": ""ACTOR-DIRECTOR""}]"
