index,sentence,true_tags,predicted_tags,true_entities,predicted_entities
2371,"shan ##k ##lin was first - choice wing in the autumn tests , but prefers centre and will face england debut ##ant mathew tai ##t .",O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O,"[('ATHLETE', 22, 24)]","[('ATHLETE', 0, 2), ('ATHLETE', 22, 24)]"
2372,dragons three - quarter hal lu ##sco ##mbe takes shan ##k ##lin ' s wing berth .,O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O,O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O,"[('ATHLETE', 4, 7)]","[('ATHLETE', 4, 7), ('ATHLETE', 9, 11)]"
2374,"davies wins the vote ahead of robin mc ##bry ##de , who sits on the bench having recently returned to action for the scarlet ##s following a neck injury .",O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 6, 9)]","[('PUBLIC-FIGURE', 0, 0), ('PUBLIC-FIGURE', 6, 9)]"
2375,"sid ##oli is back for the first time since last season ' s six nations , the blues second row back to form after a ni ##gg ##ling groin problem .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 1)]"
2376,"williams , sid ##oli ' s team - mate at cardiff , is set to win his 50th cap , replacing the injured colin char ##vis after making a quicker - than - expected recovery from a neck disc problem . """,O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,B-ATHLETE O B-ATHLETE O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,"[('ATHLETE', 23, 25)]","[('ATHLETE', 0, 0), ('ATHLETE', 2, 2), ('ATHLETE', 23, 25)]"
2377,"initially when i had the diagnosis it was a case of trying to get fit for the italy game next week , but fortunately my recovery has been a lot quicker than we all hoped , "" williams told bbc sport wales . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O,[],"[('PUBLIC-FIGURE', 37, 37)]"
2380,"williams says he expects a tor ##rid time from an england loose - forward trio of lewis moody , joe wo ##rs ##ley and andy hazel ##l . """,O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O,"[('ATHLETE', 16, 17), ('ATHLETE', 19, 22), ('ATHLETE', 24, 26)]","[('PUBLIC-FIGURE', 0, 0), ('ATHLETE', 16, 17), ('ATHLETE', 19, 22), ('ATHLETE', 24, 26)]"
2381,"they are three top - class players , especially wo ##rs ##ley and moody .",O O O O O O O O O O O O O O O,O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O,[],"[('ATHLETE', 9, 11), ('ATHLETE', 13, 13)]"
2382,"they have been there and done it , "" williams added . """,O O O O O O O O O O O O O,O O O O O O O O O B-ATHLETE O O O,[],"[('ATHLETE', 9, 9)]"
2384,"lu ##sco ##mbe gets the nod on the wing ahead of dragons team - mate kevin morgan , who wins a place on the bench alongside un ##cap ##ped blues prop john ya ##pp .",O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O,"[('ATHLETE', 15, 16), ('ATHLETE', 31, 33)]","[('ATHLETE', 0, 2), ('ATHLETE', 15, 16), ('ATHLETE', 31, 33)]"
2385,"g thomas ( toulouse ( capt ) ; h lu ##sco ##mbe ( dragons ) , t shan ##k ##lin ( blues ) , g henson ( os ##pre ##ys ) , s williams ( os ##pre ##ys ) ; s jones ( clermont au ##ver ##gne ) , d peel ( scarlet ##s ) ; g jenkins ( blues ) , m davies ( gloucester ) , a jones ( os ##pre ##ys ) , b cock ##bain ( os ##pre ##ys ) , r sid ##oli ( blues ) , d jones ( scarlet ##s ) , m williams ( blues ) , m owen ( dragons ) .",B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O,B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O,"[('ATHLETE', 0, 1), ('ATHLETE', 8, 11), ('ATHLETE', 16, 19), ('ATHLETE', 24, 25), ('ATHLETE', 32, 33), ('ATHLETE', 40, 41), ('ATHLETE', 49, 50), ('ATHLETE', 56, 57), ('ATHLETE', 68, 69), ('ATHLETE', 76, 78), ('ATHLETE', 85, 87), ('ATHLETE', 92, 93), ('ATHLETE', 99, 100), ('ATHLETE', 105, 106)]","[('ATHLETE', 0, 1), ('ATHLETE', 8, 11), ('ATHLETE', 16, 19), ('ATHLETE', 24, 25), ('ATHLETE', 32, 33), ('ATHLETE', 40, 41), ('ATHLETE', 49, 50), ('ATHLETE', 56, 57), ('ATHLETE', 62, 63), ('ATHLETE', 68, 69), ('ATHLETE', 76, 78), ('ATHLETE', 85, 87), ('ATHLETE', 92, 93), ('ATHLETE', 99, 100), ('ATHLETE', 105, 106)]"
2387,dawson wins england squad recall wasps sc ##rum - half matt dawson has been recalled to england ' s training squad ahead of the rb ##s six nations and been reinstated in the elite player squad .,O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 10, 11)]","[('ATHLETE', 0, 0), ('ATHLETE', 10, 11)]"
2388,"coach andy robinson dropped dawson for the autumn tests after he missed training to film ' a question of sport . ' """,O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE O B-ATHLETE O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 1, 2)]","[('ATHLETE', 1, 2), ('ATHLETE', 4, 4)]"
2389,"i always said i would consider bringing matt back if i felt he was playing well , "" robinson said . """,O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-ATHLETE O O O O O O O O O O B-PUBLIC-FIGURE O O O,[],"[('ATHLETE', 7, 7), ('PUBLIC-FIGURE', 18, 18)]"
2392,"it ' s obviously an honour to be asked to train with england , "" said tai ##t , who has burst into contention recently . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O,[],"[('ATHLETE', 16, 17)]"
2394,"robinson has invited 42 players to attend a three - day session in leeds next week , in which his squad will train in part with the leeds rhino ##s rugby league squad .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 0)]"
2395,"with mike tin ##dal ##l ruled out of the opening two matches and will greenwood side ##lined for the entire six nations , tai ##t is one of six or seven contenders for the two centre berth ##s .",O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O,"[('ATHLETE', 1, 4), ('ATHLETE', 13, 14)]","[('ATHLETE', 1, 4), ('ATHLETE', 13, 14), ('ATHLETE', 23, 24)]"
2400,"beat ##tie has mature ##d greatly as a player these past two seasons , "" robinson said .",O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O B-ATHLETE O O,[],"[('ATHLETE', 0, 1), ('ATHLETE', 15, 15)]"
2401,"jonny wilkinson , tin ##dal ##l and martin co ##rry have all been included despite their una ##va ##ila ##bility for the opening two matches against wales and france .",B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 0, 1), ('ATHLETE', 7, 9)]","[('ATHLETE', 0, 1), ('ATHLETE', 3, 5), ('ATHLETE', 7, 9)]"
2403,"cue ##to was selected for the november internationals despite not being part of the group , but scored four tries in three england appearances .",O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 1)]"
2404,"leicester sc ##rum - half harry ellis has also been promoted from the senior national academy , and will contest the number nine jersey with dawson and gloucester ' s andy go ##mar ##sal ##l .",O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,"[('ATHLETE', 5, 6), ('ATHLETE', 30, 34)]","[('ATHLETE', 5, 6), ('ATHLETE', 25, 25), ('ATHLETE', 30, 34)]"
2405,the players in robinson ' s elite squad can only play 32 matches for club and country .,O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE O O O O O O O O O O O O O O,[],"[('ATHLETE', 3, 3)]"
2407,"bal ##shaw , cohen , cue ##to , lew ##sey , robinson , simpson - daniel , vo ##yce , abbott , noon , paul , smith , tai ##t , tin ##dal ##l , bark ##ley , hodgson , king , wilkinson , dawson , ellis , go ##mar ##sal ##l .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,[],"[('ATHLETE', 0, 1), ('ATHLETE', 3, 3), ('ATHLETE', 5, 6), ('ATHLETE', 8, 9), ('ATHLETE', 11, 11), ('ATHLETE', 13, 15), ('ATHLETE', 17, 18), ('ATHLETE', 20, 20), ('ATHLETE', 22, 22), ('ATHLETE', 24, 24), ('ATHLETE', 26, 26), ('ATHLETE', 28, 29), ('ATHLETE', 31, 33), ('ATHLETE', 35, 36), ('ATHLETE', 38, 38), ('ATHLETE', 40, 40), ('ATHLETE', 42, 42), ('ATHLETE', 44, 44), ('ATHLETE', 46, 46), ('ATHLETE', 48, 51)]"
2408,"chu ##ter , thompson , ti ##tter ##rell , row ##nt ##ree , sheridan , stevens , vic ##ker ##y , white , bo ##rth ##wick , brown , l deacon , grew ##cock , kay , shaw , beat ##tie , co ##rry , forrest ##er , hazel ##l , jones , moody , v ##y ##vy ##an , j wo ##rs ##ley .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,[],"[('ATHLETE', 0, 1), ('ATHLETE', 3, 3), ('ATHLETE', 5, 7), ('ATHLETE', 9, 11), ('ATHLETE', 13, 13), ('ATHLETE', 15, 15), ('ATHLETE', 17, 19), ('ATHLETE', 21, 21), ('ATHLETE', 23, 25), ('ATHLETE', 27, 27), ('ATHLETE', 29, 30), ('ATHLETE', 32, 33), ('ATHLETE', 35, 35), ('ATHLETE', 37, 37), ('ATHLETE', 39, 40), ('ATHLETE', 42, 43), ('ATHLETE', 45, 46), ('ATHLETE', 48, 49), ('ATHLETE', 51, 51), ('ATHLETE', 53, 53), ('ATHLETE', 55, 58), ('ATHLETE', 60, 63)]"
2409,"abbott , bal ##shaw , bo ##rth ##wick , a brown , chu ##ter , cohen , co ##rry , cue ##to , dawson , ellis , flat ##man , go ##mar ##sal ##l , green ##ing , greenwood , grew ##cock , hazel ##l , hill , hodgson , kay , king , lew ##sey , moody , noon , paul , robinson , row ##nt ##ree , shaw , simpson - daniel , thompson , tin ##dal ##l , ti ##tter ##rell , vic ##ker ##y , v ##y ##vy ##an , white , wilkinson , j wo ##rs ##ley , m wo ##rs ##ley .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,[],"[('ATHLETE', 0, 0), ('ATHLETE', 2, 3), ('ATHLETE', 5, 7), ('ATHLETE', 9, 10), ('ATHLETE', 12, 13), ('ATHLETE', 15, 15), ('ATHLETE', 17, 18), ('ATHLETE', 20, 21), ('ATHLETE', 23, 23), ('ATHLETE', 25, 25), ('ATHLETE', 27, 28), ('ATHLETE', 30, 33), ('ATHLETE', 35, 36), ('ATHLETE', 38, 38), ('ATHLETE', 40, 41), ('ATHLETE', 43, 44), ('ATHLETE', 46, 46), ('ATHLETE', 48, 48), ('ATHLETE', 50, 50), ('ATHLETE', 52, 52), ('ATHLETE', 54, 55), ('ATHLETE', 57, 57), ('ATHLETE', 59, 59), ('ATHLETE', 61, 61), ('ATHLETE', 63, 63), ('ATHLETE', 65, 67), ('ATHLETE', 69, 69), ('ATHLETE', 71, 73), ('ATHLETE', 75, 75), ('ATHLETE', 77, 79), ('ATHLETE', 81, 83), ('ATHLETE', 85, 87), ('ATHLETE', 89, 92), ('ATHLETE', 94, 94), ('ATHLETE', 96, 96), ('ATHLETE', 98, 101), ('ATHLETE', 103, 106)]"
2410,"bark ##ley , beat ##tie , christopher ##s , l deacon , forrest ##er , c jones , palmer , rees , sheridan , skinner , smith , stevens , tai ##t , vo ##yce .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O,[],"[('ATHLETE', 0, 1), ('ATHLETE', 3, 4), ('ATHLETE', 6, 7), ('ATHLETE', 9, 10), ('ATHLETE', 12, 13), ('ATHLETE', 15, 16), ('ATHLETE', 18, 18), ('ATHLETE', 20, 20), ('ATHLETE', 22, 22), ('ATHLETE', 24, 24), ('ATHLETE', 26, 26), ('ATHLETE', 28, 28), ('ATHLETE', 30, 31), ('ATHLETE', 33, 34)]"
2411,"dow ##son , ha ##ught ##on , mon ##ye , ro ##ques , p sanders ##on .",O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O,[],"[('ATHLETE', 0, 1), ('ATHLETE', 3, 5), ('ATHLETE', 7, 8), ('ATHLETE', 10, 11), ('ATHLETE', 13, 15)]"
2412,gig ##gs handed wales leading role ryan gig ##gs will captain wales as he wins his 50th cap in wednesday ' s friendly against hungary in cardiff .,O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 6, 8)]","[('ATHLETE', 0, 1), ('ATHLETE', 6, 8)]"
2413,"john to ##sha ##ck , in his first game as coach after succeeding mark hughes , admits he is surprised that gig ##gs has only just reached the landmark . """,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O,"[('ATHLETE', 0, 3), ('ATHLETE', 13, 14)]","[('ATHLETE', 0, 3), ('ATHLETE', 13, 14), ('ATHLETE', 21, 22)]"
2414,"with the games he ' s played for united , proportion ##ately it doesn ' t seem that many for wales , "" to ##sha ##ck said . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O,[],"[('ATHLETE', 23, 25)]"
2416,"gig ##gs admits he had briefly considered retirement from the international game , but is now target ##ting playing for wales in the 2008 european championships .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 1)]"
2417,"the manchester united wing revealed how club manager sir alex ferguson talked him into extending his wales career . """,O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O,O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O,"[('ATHLETE', 8, 10)]","[('ATHLETE', 9, 10)]"
2418,"i briefly discussed my international future with sir alex , but he urged me to carry on , "" gig ##gs said . """,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-ATHLETE O O O O O O O O O O B-ATHLETE I-ATHLETE O O O,[],"[('ATHLETE', 8, 8), ('ATHLETE', 19, 20)]"
2421,gig ##gs admits he was wave ##ring and considering joining the likes of former wales skipper gary speed and united team - mate paul sc ##holes in committing the remaining years of his career to club football .,O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O,"[('ATHLETE', 16, 17), ('ATHLETE', 23, 25)]","[('ATHLETE', 0, 1), ('ATHLETE', 16, 17), ('ATHLETE', 23, 25)]"
2422,but gig ##gs is now focus ##sed on making the to ##sha ##ck era even more successful than the time hughes spent at the helm .,O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 20, 20)]"
2424,"with gig ##gs leading wales out against hungary , there is every chance that he will become the permanent successor to speed .",O O O O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O B-ATHLETE O,[],"[('ATHLETE', 1, 2), ('ATHLETE', 21, 21)]"
2425,"however , to ##sha ##ck refused to reveal whether he sees gig ##gs as a long - term option . """,O O O O O O O O O O O O O O O O O O O O O,O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O,[],"[('MUSICIAN', 2, 4)]"
2427,"on wednesday night to ##sha ##ck takes charge of his first match since replacing hughes , and gig ##gs said : "" it ' s my 50th cap and i am looking forward to it , and i hope to play a lot more times from here on in . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 3, 5), ('ATHLETE', 14, 14), ('ATHLETE', 17, 18)]"
2431,"the way john is looking at things , he is aiming to build his side around the experienced lads right up to the next tournament , the euro 2006 event . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 2, 2)]"
2432,"i have told john i will be around for the next european tournament , by then i will be 35 so hopefully i will still be okay . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 3, 3)]"
2434,"gig ##gs ' own personal future at old trafford is still up in the air as he has yet to reach agreement on a new contract , with manchester united offering one extra year and gig ##gs seeking two . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O,[],"[('ATHLETE', 0, 1), ('ATHLETE', 35, 36)]"
2435,"i have put the contract thing to the back of my mind at the moment , "" said gig ##gs . """,O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 18, 19)]"
2439,"we have massive games coming up : manchester city this week , then the everton cup tie , followed by ac milan in the champions league , and my first wales game under john to ##sha ##ck , so it ' s an important time . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O B-ATHLETE O O O O O O O O O O O,"[('ATHLETE', 33, 36)]","[('PUBLIC-FIGURE', 33, 33), ('ATHLETE', 35, 35)]"
2441,"by then phones will be printed directly on to wrists , or other parts of the body , says ian pearson , bt ' s resident fu ##tur ##ologist .",O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O,"[('AUTHOR-WRITER', 19, 20)]","[('PUBLIC-FIGURE', 19, 20)]"
2443,mr pearson does not have a crystal ball .,O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 1, 1)]"
2445,"ina ##ni ##mate objects will start to interact with us : we will be surrounded - on streets , in homes , in appliances , on our bodies and possibly in our heads - by things that "" think "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 2)]"
2451,"so mp3 players - the mass ga ##dget of the moment - will disappear and instead become integrated into one ' s clothing , says mr pearson . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 26, 26)]"
2456,"if technology is going to be increasingly part of clothing , jewellery , and skin , there needs to be some serious thinking about what it means for us as humans , says baroness susan greenfield .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O,"[('PUBLIC-FIGURE', 33, 35)]","[('AUTHOR-WRITER', 34, 35)]"
