sentence,true_tags,predicted_tags
musical future for phones analyst bill thompson has seen the future and it is in his son ' s hands .,O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O,O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O
"the videos of entertainment news , ho ##ros ##cope ##s and the latest celebrity gossip did not appeal , and i did not see how the small screen could be useful for any sort of image , never mind micro - tv .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"but then max started playing , and i realised i was missing the point entirely .",O O O O O O O O O O O O O O O O,O O B-ATHLETE O O O O O O O O O O O O O
"max was completely capt ##ivated , and i was intrigued to discover that i had nearly missed the next stage of the network revolution .",O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O
"with vo ##da ##fo ##ne now pushing its own 3 ##g service , and 3 already established in the uk , video on the phone is clearly going to become a must - have for kids sitting on the school bus , adults waiting outside clubs and anyone who has time to kill and a group of friends to impress .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
vo ##da ##fo ##ne will let you access its services on vo ##da ##fo ##ne live !,O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O
oracle ' s 18 - month fight to acquire peoples ##oft was one of the most drawn - out and hard - fought us takeover battles of recent times .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
they say mr ellison may be trying to pl ##aca ##te peoples ##oft customers ri ##led by oracle ' s determined takeover strategy .,O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O
"we ' re mourning the passing of a great company , "" the agency quoted peoples ##oft worker david ogden as saying .",O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O,O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O
"peoples ##oft had an easy ##going , relaxed atmosphere .",O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O
"oracle has an ed ##gy , aggressive atmosphere that ' s not con ##du ##ci ##ve to innovative production . """,O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O
e ##bber ##s denies world ##com fraud former world ##com chief bernie e ##bber ##s has denied claims that he knew accountants were doctor ##ing the books at the firm .,O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O
"speaking in court , mr e ##bber ##s rejected allegations he pressured ex - chief financial officer scott sullivan to fa ##ls ##ify company financial statements .",O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O,O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O
"mr sullivan "" made accounting decisions , "" he told the federal court , saying his finance chief had "" a keen command of the numbers "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O
mr e ##bber ##s has denied charges of fraud and conspiracy .,O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O
during his second day of questioning in the new york trial mr e ##bber ##s played down his working relationship with mr sullivan and denied he frequently met him to discuss company business when questioned by the prosecution .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O
""" in a lot of weeks , we would speak . . . three or four times , "" mr e ##bber ##s said , adding that conversations about finances were rarely one - on - one and were usually discussed by a "" group of people "" instead .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O
mr e ##bber ##s relationship to mr sullivan is key to the case surrounding financial corruption that led to the collapse of the firm in 2002 following the discovery of an $ 11 ##bn accounting fraud .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"the prosecution ' s star witness is mr sullivan , one of six world ##com executives indicted in the case , he has pleaded guilty to fraud and appeared as a prosecution witness as part of an agreement with prosecutors .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"during his time on the witness stand mr sullivan repeatedly told ju ##ror ##s he met frequently with mr e ##bber ##s , told him about changes made to world ##com ' s accounts to hide costs and had warned him such pr ##act ##ises were improper .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O
"however during the case on tuesday mr e ##bber ##s denied the allegations . """,O O O O O O O O O O O O O O O,O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O
"i wasn ' t advised by scott sullivan of anything ever being wrong , "" he told the court . """,O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O,O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O
mr e ##bber ##s could face a jail sentence of up to 85 years if convicted of all the charges he is facing .,O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O
the company emerged from bankruptcy last year and is now known as mc ##i .,O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O
"jamie ##son issues warning to big ##ots scotland ' s justice minister has warned big ##oted soccer fans that she wants to hit them "" where it hurts most "" by banning them from matches .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
she praised celtic and rangers for their work in tack ##ling the problem .,O O O O O O O O O O O O O O,O O B-ATHLETE O B-ATHLETE O O O O O O O O O
ms jamie ##son was speaking ahead of the third round scottish cup clash between the glasgow clubs at park ##head on sunday .,O O O O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O
last week ms jamie ##son and first minister jack mcconnell met supporters ' representatives from both clubs to discuss the issue .,O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O,O O O B-POLITICIAN I-POLITICIAN O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O
"speaking on bbc radio scotland ' s sunday live programme , ms jamie ##son described friday ' s meeting as "" very productive "" and said putting the squeeze on the big ##ots would be a key aim .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O
"ms jamie ##son stressed that sect ##arian ##ism has not been confined to football but it can act as a "" trigger "" for tensions and violence .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O
ms jamie ##son said the executive should have a role in tack ##ling the soccer trouble ##makers .,O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O
"ms jamie ##son praised the police for their action and said : "" the police do want to identify whether there are particular individuals who are going over the top and inc ##iting hatred or violence - they will crack down very effectively on them . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"meanwhile the tori ##es outlined their plans to tackle "" yo ##b culture "" and the li ##b dem ##s gave more details about their proposals to replace council tax .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O
"in a speech to the foreign policy centre mr straw said of the tory leader : "" he is clever , fluent and tactical , but he is not wise . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O
"party election su ##pre ##mo alan mil ##burn said the apparent drop in average incomes was because self - employed people had been affected by a "" world down ##turn "" which hit their profits .",O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"since 1997 , the reported average take - home income had "" risen by 20 % in real terms "" if you took out the self - employed , mr mil ##burn told bbc radio 4 ' s today programme .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O
"mr brown also dismissed the figures insisting that the "" typical family "" has been much better off under labour .",O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O
"a brief glance at mr mil ##iba ##nd ' s family background reveals an impressive socialist pe ##di ##gree in the form of his father ralph , who died in 1994 .",O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O,O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER O O O O O O
and while david mil ##iba ##nd is seen as a key blair lieutenant his brother ed is a special advisor to chancellor gordon brown .,O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O,O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O B-POLITICIAN O O O O O O B-POLITICIAN I-POLITICIAN O
"prior to working for mr blair , david mil ##iba ##nd spent time at the left - leaning institute for public policy research .",O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O,O O O O O B-POLITICIAN O B-POLITICIAN I-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O
"health ##so ##uth ex - boss goes on trial the former head of us medical services firm health ##so ##uth overs ##tated earnings and assets to boost the company ' s share price , it was claimed in court .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
defence lawyers said mr sc ##rus ##hy had been dec ##ei ##ved by other executives .,O O O O O O O O O O O O O O O O,O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O
several former health ##so ##uth employees have already pleaded guilty to fraud and are expected to give evidence against mr sc ##rus ##hy .,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O
""" we will present evidence that richard sc ##rus ##hy knew about the conspiracy , that he participated in the conspiracy and that he profit ##ed , "" prosecutor alice martin told the court .",O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O,O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O
mr sc ##rus ##hy is the first chief executive to be tried for breach ##ing the sar ##bane ##s ox ##ley act - a law introduced in the wake of the en ##ron and world ##com fraud ##s which ob ##li ##ges corporate bosses to vo ##uch for the accuracy of their companies ' results .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
yu ##kos loses us bankruptcy battle a judge has dismissed an attempt by russian oil giant yu ##kos to gain bankruptcy protection in the us .,O O O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O
yu ##kos filed for chapter 11 protection in houston in an unsuccessful attempt to halt the auction of its yu ##gan ##sk division by the russian authorities .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O
"the court ruling is a blow to efforts to get damages for the sale of yu ##gan ##sk , which yu ##kos claims was illegally sold .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O I-ATHLETE O O O O O
"mr k ##ho ##dor ##kovsky - who has been in jail for more than a year - pleaded not guilty to the charges brought against him and denied involvement in any criminal activities . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
yu ##gan ##sk was auction ##ed to help pay off $ 27 . 5 ##bn ( £1 ##4 . 5 ##bn ) in unpaid taxes .,O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O
"the vast majority of the business and financial activities of yu ##kos continue to occur in russia , "" judge clark said in her ruling . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O
"yu ##kos had argued that a us court was entitled to declare it bankrupt before its yu ##gan ##sk unit was sold , since it has local bank accounts and its chief finance officer bruce mis ##amo ##re lives in houston .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O
yu ##kos claimed it sought help in the us because other forums - russian courts and the european court of human rights - were either un ##fr ##ien ##dly or offered less protection .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
analysts said the ability of ga ##z ##pro ##m and ro ##s ##ne ##ft to trade freely overseas had been stifled while the ownership of yu ##gan ##sk remained unclear .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O
yu ##kos said it would consider its options in light of the ruling .,O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O
"the £1 ##7 ##8 ##m winter schedule also includes the return of doctor who and a drama about angela canning ##s , who was wrongly convicted of killing two of her babies .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O
"sarah lancashire and timothy spa ##ll will star in the real - life drama , cher ##ished .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O
"itv also unveiled their fest ##ive season on tuesday , which includes stephen fry in a remake of tom brown ' s school ##day ##s .",O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O,O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O
"super ##vo ##lc ##ano , follows in the footsteps of last year ' s po ##mp ##ei , which drew 10 million viewers to bbc one in october 2003 .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O
other educational highlights include a documentary about infamous mongolian warrior gen ##ghi ##s khan and grand ##child of the holocaust .,O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O
"grand ##child of the holocaust , part of the bbc commitment to holocaust memorial day , follows adrian , 13 , on a journey to uncover the truth about what happened to his grandmother in auschwitz and bel ##sen .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O
"new drama includes archangel , an adaptation of the robert harris best - seller , which stars daniel craig on the trail of stalin ' s diaries in communist russia .",O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O,O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-POLITICIAN O O O O O O O
"the adaptation , about a con ##man in victorian england , will make an interesting contrast to julie bu ##rch ##ill ' s sugar rush - a lesbian teenage drama part of channel four ' s winter season .",O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O
"on a lighter note , jessica stevenson will star in new bbc one sitcom , the world according to be ##x , penned by my family creator fred barron and the two ronnie ##s return for a celebration of their classic comedy series .",O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O,O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O
"fry ' s portrayal of headmaster dr arnold dominates a muted christmas schedule on itv ##1 , which sees the channel retreat from broadcasting blockbuster movies in favour of extended soap episodes and popular quiz shows .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR O O O O O O I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"sir paul mccartney , wife heather mills and manchester united manager sir alex ferguson will join a celebrity edition of who wants to be a millionaire ?",B-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O,O B-MUSICIAN I-MUSICIAN O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O
"films on itv ##1 include gus van sant ' s finding forrest ##er , starring sean conner ##y , and classics such a mary pop ##pins , star wars and the good , the bad and the ugly .",O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O
"in contrast , bbc ' s christmas season includes terrestrial debuts of the first harry potter film , sh ##rek and steven spielberg ' s ai , as well as new ep ##ip ##so ##des of the vicar of di ##bley and the final auf wi ##ede ##rse ##hen , pet .",O O O O O O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O B-ACTOR-DIRECTOR O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"roxy music on isle of wight bill roxy music will appear at june ' s isle of wight music festival , along with morris ##sey , super ##grass and idle ##wil ##d .",O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O
"re ##m have already been confirmed as headline ##rs for the three - day event , which takes place from 10 - 12 june .",O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O
"roxy music were formed in 1971 by ferry , mackay and brian en ##o , with man ##zan ##era joining the following year .",O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O,O O O O O O O B-MUSICIAN O B-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O
"their first hit was 1972 ' s virginia plain , with other hits including street life , love is the drug and the 1981 john lennon cover , jealous guy .",O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O
"roxy music ' s back catalogue was re - released in 2000 , leading to the band undertaking a world tour in 2001 .",O O O O O O O O O O O O O O O O O O O O O O O O,B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O
"morris ##sey will also play on saturday at the festival , while super ##grass and idle ##wil ##d have been confirmed for the friday .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O
howard and blair tax pledge clash tony blair has said voters will have to wait for labour ' s manifesto to see if the party has plans to increase tax .,O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O,B-POLITICIAN O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O
"mr blair der ##ided tory claims they could cut £3 ##5 ##bn in "" waste ##ful spending "" saying the party had got its sums wrong .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O
"mr howard told mps that "" every independent expert "" from the international monetary fund to the institute of fiscal studies had suggested the "" government was spending more than it is raising and a labour chancellor would have to put up taxes "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"mr blair replied : "" i think they are wrong for this very simple reason : that the treasury forecast ##s on the economy have been proven right . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O
but mr howard said voters faced a clear choice at the next election between more waste and more tax under labour and tory value for money and lower taxes .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O
