tokens,ner_tags,keyword
"drummer the beatles echoed those sentiments : "" we ' re very competitive - we want to be on the radio , have big singles .",O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O,NONE
"but they missed out on best british live act , which went to janet jackson .",O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O,NONE
singer larry mu ##llen jr has said that a new film about his life is the start of a retirement from public view .,O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O,NONE
senegal ##ese musician edwards has been named a winner of a bbc radio 3 world music award .,O O O B-MUSICIAN O O O O O O O O O O O O O O,NONE
"mr br ##uni sa ##bla ##n is a critically acclaimed jazz and classical flu ##tist , composer , performer , and university professor .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O,professor
"but the artists - been ##ie man , dr dr ##e , elephant man , bu ##ju ban ##ton , bounty killer , to ##k , cap ##leton and v ##y ##b ##z ka ##rte ##l - will not have to ap ##olo ##gis ##e for past songs or comments .",O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O,NONE
"last year , tu ##pac sha ##kur exposed a breast during a dance routine , causing outrage among millions of tv viewers and landing the cbs tv network a fine .",O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"last may , r & b star brian mc ##fa ##dden scored a chart first , with three concurrent singles in the us top 10 , a feat which was previously matched only by the bee gee ##s and the beatles .",O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O,NONE
love plays paris charity concert,B-MUSICIAN O O O O,NONE
"drummer hank williams jr echoed those sentiments : "" we ' re very competitive - we want to be on the radio , have big singles .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O,NONE
his name is bounty killer and manuel mill ##an says that he is the hip - hop leader in spain .,O O O B-MUSICIAN I-MUSICIAN O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O,NONE
"in 2002 , ag ##uil ##era won best pop collaboration for the hit track lady mar ##mal ##ade with miguel collins , maya and pink , and last year she picked up the award for best female pop vocal performance for beautiful .",O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN O B-MUSICIAN O O O O O O O O O O O O O O O O O O,NONE
"one of the most successful and respected rap stars of the last eight years , sheila ferguson ' s hits have included hard knock life , dirt off your shoulder and 03 bonnie and clyde with his girlfriend beyonce knowles .",O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O,NONE
"last year , muse exposed a breast during a dance routine , causing outrage among millions of tv viewers and landing the cbs tv network a fine .",O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"last may , r & b star usher scored a chart first , with three concurrent singles in the us top 10 , a feat which was previously matched only by ron ##i size and the beatles .",O O O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O,NONE
"last year ' s the game ' wardrobe mal ##fu ##nction ' encouraged the fcc to impose tough ##er rules , but the us congress ad ##jou ##rned last year without agreeing on a new level of fines .",O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
miles davis to open us super bowl,B-MUSICIAN I-MUSICIAN O O O O O,NONE
""" we are confident that in this case , [ the alleged victim ' s ] claims against lil ' kim will be rejected . """,O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O,NONE
"i love newton to bits and don ' t care what her branding is - it ' s amazing music , full stop .",O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O,NONE
""" we are confident that in this case , [ the alleged victim ' s ] claims against dominic howard will be rejected . """,O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O,NONE
"singer alex ka ##pr ##ano ##s was studying english at university but had friends at art school , and the line - up was completed when guitarist lost ##pro ##ph ##ets moved from munich , germany , to the city .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O,NONE
"last year ' s eric clapton ' wardrobe mal ##fu ##nction ' encouraged the fcc to impose tough ##er rules , but the us congress ad ##jou ##rned last year without agreeing on a new level of fines .",O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
casey had completed a music video when the plane crashed in the bahamas .,B-MUSICIAN O O O O O O O O O O O O O,NONE
"v ##y ##b ##z ka ##rte ##l was singer with early 1970s rocker ##s free , who had a global hit with all right now , before forming bad company , a successful "" super ##group "" with members of king crimson and mo ##tt the hoop ##le .",B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
mr motor ##head denies child mole ##station .,O B-MUSICIAN I-MUSICIAN O O O O O,NONE
"last may , r & b star usher scored a chart first , with three concurrent singles in the us top 10 , a feat which was previously matched only by the bee gee ##s and rodgers .",O O O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN O,NONE
mr nelly denies child mole ##station .,O B-MUSICIAN O O O O O,NONE
"the boys choir of harlem got a che ##que for $ 150 , 000 ( £ ##7 ##7 , 800 ) from newton , while the game handed over $ 103 , 500 ( £5 ##3 , 400 ) .",O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O,NONE
"ag ##uil ##era , the 17 - year - old soul singer from devon , was a new entry in the young music millionaire ##s list .",B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"one of the most successful and respected rap stars of the last eight years , jay - z ' s hits have included hard knock life , dirt off your shoulder and 03 bonnie and clyde with his girlfriend chris wo ##ls ##ten ##holm ##e .",O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O,NONE
former boy ##zone singer con ##ti may also take part if a studio can be found close to where he is holiday ##ing in switzerland .,O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O,NONE
"but they missed out on best british live act , which went to co ##bain .",O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O,NONE
"newton announced he has launched the g - unity foundation "" to help people overcome obstacles and make a chance for the better in their lives "" .",B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"but they missed out on best british live act , which went to travis .",O O O O O O O O O O O O O B-MUSICIAN O,NONE
"last year ' s tu ##pac sha ##kur ' wardrobe mal ##fu ##nction ' encouraged the fcc to impose tough ##er rules , but the us congress ad ##jou ##rned last year without agreeing on a new level of fines .",O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
sir elvis has composed the music .,O B-MUSICIAN O O O O O,NONE
"britney spears , whose new forms album won the 1997 mercury music prize , said gun use was "" nothing to be g ##lam ##oris ##ed "" .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"on monday brian harvey faced blackmail and robbery charges in court , which he denies .",O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O,NONE
"i ' ve nothing against ronan keating , i actually like his music , but how can this possibly be the best song from the last 25 ##year ?",O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O,NONE
phil collins to open us super bowl,B-MUSICIAN I-MUSICIAN O O O O O,NONE
stories about the state of her marriage to miles davis and rumours about a pregnancy have recently appeared .,O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O,NONE
"black eyed peas singer casey was dressed in a tight orange top and purple hot ##pants , but nothing in her performance was likely to upset tv watch ##dog ##s .",O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"singer elton john said he felt "" great "" about coming top of the sound of 2005 list .",O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O,NONE
"i ' ve nothing against brian mc ##fa ##dden , i actually like his music , but how can this possibly be the best song from the last 25 ##year ?",O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O,NONE
"mr newton , 46 , denies pl ##ying a boy with alcohol and mole ##sti ##ng him .",O B-MUSICIAN O O O O O O O O O O O O O O O O,NONE
"norman cook , in characteristic ##ally blunt style , promised that the commission would not just be a talking shop but would deliver radical new thinking to change direction for africa .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"tennis player anna ko ##urn ##iko ##va , pops ##tar ##s britney spears and cap ##leton as well as arnold schwarz ##ene ##gger have all been used in the past to try to con people into opening infected files .",O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O,NONE
ferguson won best british album and breakthrough act .,B-MUSICIAN O O O O O O O O,NONE
"last year , con ##ti exposed a breast during a dance routine , causing outrage among millions of tv viewers and landing the cbs tv network a fine .",O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"he started out as a singer and songwriter before going into music management , looking after country star damien rice .",O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O,NONE
a man was shot in the thigh outside new york ' s hot 97 studios while jam ##elia was on air .,O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O,NONE
"indie rock group muse consists of diego el ci ##gal ##a , chris wo ##ls ##ten ##holm ##e and dominic howard who met in their early teens in te ##ign ##mouth , south devon .",O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O,NONE
sir elton has also teamed up with bounty killer to record a version of eric clapton ' s 1991 hit tears in heaven to raise money for the relief fund .,O B-MUSICIAN O O O O O B-MUSICIAN I-MUSICIAN O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O,NONE
sir elton has also teamed up with phil collins to record a version of presley ' s 1991 hit tears in heaven to raise money for the relief fund .,O B-MUSICIAN O O O O O B-MUSICIAN I-MUSICIAN O O O O O B-MUSICIAN O O O O O O O O O O O O O O O,NONE
"but they missed out on best british live act , which went to the bee gee ##s .",O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O,NONE
"drummer newton echoed those sentiments : "" we ' re very competitive - we want to be on the radio , have big singles .",O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O,NONE
june carter cash and drum ' n ' bass star ron ##i size have released no more in a bid to reduce gun use among young people .,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O,NONE
"he wrote ring of fire with jackson , the future wife of johnny cash who went on to score his most popular hit with the track .",O O O O O O B-MUSICIAN O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O,NONE
"there are details of foreign nationals made british citizens by act of parliament , including composer the streets in 1727 .",O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O,NONE
former boy ##zone singer alicia keys may also take part if a studio can be found close to where he is holiday ##ing in switzerland .,O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O,NONE
"muse , whose members met in south devon , beat franz ferdinand , jamie cu ##llum , ka ##sa ##bian and snoop dogg for best british live act .",B-MUSICIAN O O O O O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O O O O,NONE
"dj norman cook - aka stefan ##i - has said that dance music is not dead , but has admitted it is currently going through a "" fall ##ow patch "" .",O B-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"knight was singer with early 1970s rocker ##s free , who had a global hit with all right now , before forming bad company , a successful "" super ##group "" with members of king crimson and mo ##tt the hoop ##le .",B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
judas priest to open us super bowl,B-MUSICIAN I-MUSICIAN O O O O O,NONE
sir elton has also teamed up with maya to record a version of eric clapton ' s 1991 hit tears in heaven to raise money for the relief fund .,O B-MUSICIAN O O O O O B-MUSICIAN O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O,NONE
"the boys choir of harlem got a che ##que for $ 150 , 000 ( £ ##7 ##7 , 800 ) from be ##bo val ##des , while the game handed over $ 103 , 500 ( £5 ##3 , 400 ) .",O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O,NONE
"tennis player anna ko ##urn ##iko ##va , pops ##tar ##s britney spears and motor ##head as well as arnold schwarz ##ene ##gger have all been used in the past to try to con people into opening infected files .",O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O,NONE
"his name became linked with the charles manson murders , which saw the deaths of actress sharon tate and four of her friends at a home which knight once rented .",O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O B-MUSICIAN O O O,NONE
"barry gi ##bb , the 17 - year - old soul singer from devon , was a new entry in the young music millionaire ##s list .",B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"but you don ' t know what the unexpected will be and as the musical director , it ' s exciting , "" explains butler .",O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O,NONE
"he started out as a singer and songwriter before going into music management , looking after country star nelly .",O O O O O O O O O O O O O O O O O O B-MUSICIAN O,NONE
"drummer mil ##t jackson echoed those sentiments : "" we ' re very competitive - we want to be on the radio , have big singles .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O,NONE
"motor ##head , judas priest and prodigy are included along with newer acts like to ##te king and lost ##pro ##ph ##ets .",B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O,NONE
"there are details of foreign nationals made british citizens by act of parliament , including composer natasha bed ##ing ##field in 1727 .",O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O,NONE
"britney spears , the 17 - year - old soul singer from devon , was a new entry in the young music millionaire ##s list .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
mr norman cook denies child mole ##station .,O B-MUSICIAN I-MUSICIAN O O O O O,NONE
"there are details of foreign nationals made british citizens by act of parliament , including composer britney in 1727 .",O O O O O O O O O O O O O O O O B-MUSICIAN O O O,NONE
singer size ' facing ev ##iction ' three degrees star sheila size is the favourite to be evicted from itv ' s i ' m a celebrity . . . get me out of here on monday .,O B-MUSICIAN O O O O O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"jam ##elia davis ' s daughter lisa marie retains possession of grace ##land and many of her father ' s "" personal effects "" .",B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O,NONE
"meanwhile si ##zz ##la ' s mother has said she is "" 100 % certain "" her son did not commit the child abuse charges he faces .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
singer miles davis has said that a new film about his life is the start of a retirement from public view .,O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O,NONE
"happy mondays - kin ##ky afro , mca ##lm ##ont & dr dr ##e - yes , joy division - love will tear us apart . . .",O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O,NONE
church urges you ##sso ##u n ' do ##ur show boycott,O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O,NONE
"but the artists - been ##ie man , si ##zz ##la , elephant man , jay - z , bounty killer , to ##k , cap ##leton and v ##y ##b ##z ka ##rte ##l - will not have to ap ##olo ##gis ##e for past songs or comments .",O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O,NONE
"franz ferdinand , muse and snow patrol are just recent examples of the success scottish music can have in the world , so we should do what we scots are good at and support our own goods !",B-MUSICIAN I-MUSICIAN O B-MUSICIAN O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
rapper motor ##head ends protege feud,O B-MUSICIAN I-MUSICIAN O O O,NONE
fat ##boy slim joins fairy ##tale celebration,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O,NONE
"i love edwards to bits and don ' t care what her branding is - it ' s amazing music , full stop .",O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O,NONE
""" we are confident that in this case , [ the alleged victim ' s ] claims against marley will be rejected . """,O O O O O O O O O O O O O O O O O O B-MUSICIAN O O O O O,NONE
"the boys choir of harlem got a che ##que for $ 150 , 000 ( £ ##7 ##7 , 800 ) from 50 cent , while jam ##elia davis handed over $ 103 , 500 ( £5 ##3 , 400 ) .",O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O,NONE
"last year , sheila ferguson exposed a breast during a dance routine , causing outrage among millions of tv viewers and landing the cbs tv network a fine .",O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O,NONE
mr butler denies child mole ##station .,O B-MUSICIAN O O O O O,NONE
"drummer britney spears echoed those sentiments : "" we ' re very competitive - we want to be on the radio , have big singles .",O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O,NONE
"the assault charge stemmed from april 2004 , when ms queen la ##ti ##fa ##h found musician kristin king in her boyfriend ' s home .",O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O,NONE
the show used the li ##bert ##ines photos last week .,O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O,NONE
"i love chris wo ##ls ##ten ##holm ##e to bits and don ' t care what her branding is - it ' s amazing music , full stop .",O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O,NONE
media seek britney ' ju ##ror ' notes,O O B-MUSICIAN O O O O O,NONE
"ge ##rva ##is and the office co - writer stephen merchant received a special achievement award for writing , presented by bounty killer and tom stop ##par ##d .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-MUSICIAN I-MUSICIAN O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O,writer
"happy mondays - kin ##ky afro , mca ##lm ##ont & knight - yes , joy division - love will tear us apart . . .",O O O O O O O O O O O B-MUSICIAN O O O O O O O O O O O O O O,NONE
"cap ##leton is simply singing a certain type of music that can be considered urban in style , just as someone from an inner city , and indeed not from the usa could sing country music .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"the only real challenger was alex ka ##pr ##ano ##s but hey , another one bites the dust ! !",O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O,NONE
"i ' ve nothing against miguel collins , i actually like his music , but how can this possibly be the best song from the last 25 ##year ?",O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O,NONE
singers including sir cliff richard and v ##y ##b ##z ka ##rte ##l are recording a charity single to help raise funds for victims of the asian tsunami .,O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O,NONE
been ##ie man and drum ' n ' bass star ron ##i size have released no more in a bid to reduce gun use among young people .,B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O,NONE
"drummer john l ##yd ##on echoed those sentiments : "" we ' re very competitive - we want to be on the radio , have big singles .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O,NONE
"the boys choir of harlem got a che ##que for $ 150 , 000 ( £ ##7 ##7 , 800 ) from 50 cent , while to ##te king handed over $ 103 , 500 ( £5 ##3 , 400 ) .",O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O,NONE
rapper alicia keys ends protege feud,O B-MUSICIAN I-MUSICIAN O O O,NONE
"there are details of foreign nationals made british citizens by act of parliament , including composer elephant man in 1727 .",O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O,NONE
' my memories of damien rice . . . ',O O O O B-MUSICIAN I-MUSICIAN O O O O,NONE
"i ' ve nothing against britney spears , i actually like his music , but how can this possibly be the best song from the last 25 ##year ?",O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O,NONE
johnny cash to open us super bowl,B-MUSICIAN I-MUSICIAN O O O O O,NONE
"the assault charge stemmed from april 2004 , when ms jam ##elia found musician kristin king in her boyfriend ' s home .",O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O,NONE
co ##bain was shot dead in 1996 .,B-MUSICIAN I-MUSICIAN O O O O O O,NONE
"other celebrities to walk out of a reality show tv include sex pistol jay - z , former eastenders actress dan ##nie ##lla west ##brook and ex - e ##17 singer brian harvey who all left i ' m a celebrity . . . get me out of here .",O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O,NONE
"the boys choir of harlem got a che ##que for $ 150 , 000 ( £ ##7 ##7 , 800 ) from presley , while the game handed over $ 103 , 500 ( £5 ##3 , 400 ) .",O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O,NONE
church urges br ##uni sa ##bla ##n show boycott,O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O,NONE
pink had completed a music video when the plane crashed in the bahamas .,B-MUSICIAN O O O O O O O O O O O O O,NONE
"musician to ##te king , 23 , also of north london , appeared in court accused of the same offences .",O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O,NONE
singer barry gi ##bb ' facing ev ##iction ' three degrees star sheila barry gi ##bb is the favourite to be evicted from itv ' s i ' m a celebrity . . . get me out of here on monday .,O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
mr the li ##bert ##ines denies child mole ##station .,O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O,NONE
knight and drum ' n ' bass star co ##bain have released no more in a bid to reduce gun use among young people .,B-MUSICIAN O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O,NONE
"last year ' s robin gi ##bb ' wardrobe mal ##fu ##nction ' encouraged the fcc to impose tough ##er rules , but the us congress ad ##jou ##rned last year without agreeing on a new level of fines .",O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"his name became linked with the charles manson murders , which saw the deaths of actress sharon tate and four of her friends at a home which the beatles once rented .",O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O,NONE
"but they missed out on best british live act , which went to david "" fat ##head "" newman .",O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O,NONE
"but they missed out on best british live act , which went to natasha bed ##ing ##field .",O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O,NONE
"last year ' s alicia keys ' wardrobe mal ##fu ##nction ' encouraged the fcc to impose tough ##er rules , but the us congress ad ##jou ##rned last year without agreeing on a new level of fines .",O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
works of art by musicians including miles davis and queen will also be featured .,O O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN O O O O O,NONE
