sentence_id,sentence,ner_entities
sport_432.txt_56,"""Somebody, I think it was Mr Phillips, said they won't have money for flowers at Wimbledon.","[{""text"": ""Phillips"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_432.txt_82,"An All England club spokesperson denied Phillips made the remark, insisting: ""He definitely didn't say it.""","[{""text"": ""Phillips"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_432.txt_240,"Serena Williams, who is also in Dubai, added: ""I'm obviously for equal prize money.","[{""text"": ""Serena Williams"", ""label"": ""ATHLETE""}]"
tech_142.txt_62,Sanjaya Senanayake works for Sri Lankan television.,"[{""text"": ""Sanjaya Senanayake"", ""label"": ""AUTHOR-WRITER""}]"
tech_142.txt_118,So Mr Senanayake started sending out text messages.,"[{""text"": ""Senanayake"", ""label"": ""AUTHOR-WRITER""}]"
tech_142.txt_291,"Mr Rampersad, who used to work in the military, knew how important on the ground communication can be in times of disaster.","[{""text"": ""Rampersad"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_337.txt_5,"

Actor Leonardo DiCaprio's ""exceptional career"" has been honoured at the Santa Barbara International Film Festival.","[{""text"": ""Leonardo DiCaprio"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_337.txt_266,"The Aviator has taken pole position in this year's Oscars race with 11 nominations, including nominations for best film, best actor for DiCaprio and best director for Scorsese.","[{""text"": ""DiCaprio"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Scorsese"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_108.txt_0,Media seek Jackson 'juror' notes,"[{""text"": ""Jackson"", ""label"": ""MUSICIAN""}]"
entertainment_108.txt_75,Mr Jackson denies child molestation.,"[{""text"": ""Jackson"", ""label"": ""MUSICIAN""}]"
entertainment_108.txt_103,"Meanwhile Michael Jackson's mother has said she is ""100% certain"" her son did not commit the child abuse charges he faces.","[{""text"": ""Michael Jackson"", ""label"": ""MUSICIAN""}]"
entertainment_108.txt_330,"Mr Jackson, 46, denies plying a boy with alcohol and molesting him.","[{""text"": ""Jackson"", ""label"": ""MUSICIAN""}]"
entertainment_164.txt_170,Works of art by musicians including Miles Davis and Bruni Sablan will also be featured.,"[{""text"": ""Miles Davis"", ""label"": ""MUSICIAN""}, {""text"": ""Bruni Sablan"", ""label"": ""MUSICIAN""}]"
politics_014.txt_0,Blair rejects Tory terror offer,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_014.txt_226,Shadow Home Secretary David Davis told BBC Radio Four's the World at One his primary concern was potential miscarriages of justice.,"[{""text"": ""David Davis"", ""label"": ""POLITICIAN""}]"
tech_134.txt_43,"Mr Gates made no announcement about the next generation Xbox games console, which many gadget lovers had been hoping for.","[{""text"": ""Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_167.txt_216,"Chairman of the Environmental Audit Committee Peter Ainsworth MP, said: ""The government's housing policy is an alarming example of disjointed thinking in an areas where joined-up policy is crucial.","[{""text"": ""Peter Ainsworth"", ""label"": ""POLITICIAN""}]"
entertainment_071.txt_164,"Actress Sandra Dee continues to live in Los Angeles as a virtual recluse, but has given her approval to the biopic.","[{""text"": ""Sandra Dee"", ""label"": ""ACTOR-DIRECTOR""}]"
tech_300.txt_252,According to response statistics gathered by Netcraft many visiting the Apple store in the wake of Mr Jobs' speech suffered lengthy response times.,"[{""text"": ""Jobs"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_165.txt_35,Morris will direct and co-write Nathan Barley - a character from cult website TV Go Home - for Channel 4.,"[{""text"": ""Morris"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Nathan Barley"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_302.txt_88,"Oprah Winfrey will voice a goose, John Cleese will voice a sheep and Steve Buscemi a rat in the 2006 film.","[{""text"": ""Oprah Winfrey"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""John Cleese"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Steve Buscemi"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_302.txt_112,"Ten-year-old Dakota Fanning will play Fern, the girl at the centre of the story, in the film to be directed by 13 Going on 30 film-maker Gary Winick.","[{""text"": ""Dakota Fanning"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Fern"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Gary Winick"", ""label"": ""ACTOR-DIRECTOR""}]"
sport_303.txt_148,"""I said to Gareth (Thomas, the Wales captain) 'This is touch and go.'","[{""text"": ""Gareth Thomas"", ""label"": ""ATHLETE""}]"
tech_099.txt_133,"The most well-known examples include Iraqi Salam Pax's accounts of the US-led war, former Iranian vice-president Mohammad Ali Abtahi exclusive insight into the Islamic Republic's government, and the highs and lows of the recent US election campaign.","[{""text"": ""Salam Pax"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Mohammad Ali Abtahi"", ""label"": ""POLITICIAN""}]"
business_423.txt_248,In 1983 Mr Fischer became adviser on Israel's economy to then-US secretary of state George Shultz.,"[{""text"": ""Fischer"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""George Shultz"", ""label"": ""POLITICIAN""}]"
politics_054.txt_240,"Paul Boateng MP, Labour's Chief Secretary to the Treasury, said: ""The Lib Dems' sums don't add up.","[{""text"": ""Paul Boateng"", ""label"": ""POLITICIAN""}]"
entertainment_215.txt_213,Author David Mitchell made up for losing out in the Booker Prize to Alan Hollinghurst by beating him to the literary award with his book Cloud Atlas.,"[{""text"": ""David Mitchell"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Alan Hollinghurst"", ""label"": ""AUTHOR-WRITER""}]"
sport_152.txt_316,"It is a view shared by Rooney, who believes ""if we can get past Milan, we have a great chance"".","[{""text"": ""Rooney"", ""label"": ""ATHLETE""}]"
sport_284.txt_0,Hodgson shoulders England blame,"[{""text"": ""Hodgson"", ""label"": ""ATHLETE""}]"
sport_328.txt_31,"But Umaga, in England for Saturday's IRB Rugby Aid match, also backed New Zealand to win the three-Test series against the Lions.","[{""text"": ""Umaga"", ""label"": ""ATHLETE""}]"
sport_242.txt_0,Wenger rules out new keeper,"[{""text"": ""Wenger"", ""label"": ""ATHLETE""}]"
business_444.txt_0,Khodorkovsky quits Yukos shares,"[{""text"": ""Khodorkovsky"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_199.txt_0,Chelsea sack Mutu,"[{""text"": ""Mutu"", ""label"": ""ATHLETE""}]"
sport_199.txt_327,Chelsea's move won backing from drug-testing expert Michelle Verroken.,"[{""text"": ""Michelle Verroken"", ""label"": ""PUBLIC-FIGURE""}]"
sport_199.txt_498,The Football Association has yet to act on Mutu's failed drugs test and refuses to discuss his case.,"[{""text"": ""Mutu"", ""label"": ""ATHLETE""}]"
entertainment_006.txt_49,"The Producers was named best musical, Victoria Hamilton was best actress for Suddenly Last Summer and Festen's Rufus Norris was named best director.","[{""text"": ""Victoria Hamilton"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Rufus Norris"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_006.txt_118,"The Critics' Circle named Rebecca Lenkiewicz its most promising playwright for The Night Season, and Eddie Redmayne most promising newcomer for The Goat or, Who is Sylvia?","[{""text"": ""Rebecca Lenkiewicz"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Eddie Redmayne"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Sylvia"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_006.txt_150,Paul Rhys was its best Shakespearean performer for Measure for Measure at the National Theatre and Christopher Oram won the design award for Suddenly Last Summer.,"[{""text"": ""Paul Rhys"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Christopher Oram"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_028.txt_78,Cuaron's other films include Mexican movie Y Tu Mama Tambien.,"[{""text"": ""Cuaron"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_028.txt_124,"It also won him and his brother Carlos, with whom he co-wrote the screenplay, an Oscar nomination for best original screenplay.","[{""text"": ""Carlos"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_028.txt_263,"After the erotic nature of Y Tu Mama Tambien, Cuaron was a surprise choice to direct the third Harry Potter film but his dark interpretation was received well by the public and critics alike.","[{""text"": ""Cuaron"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Harry Potter"", ""label"": ""PUBLIC-FIGURE""}]"
politics_352.txt_34,"Tony Blair sailed across the lake in Bromsgrove, Worcestershire, while on a visit with Education Secretary Ruth Kelly to back school outings.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}, {""text"": ""Ruth Kelly"", ""label"": ""POLITICIAN""}]"
politics_350.txt_0,Brown 'proud of economy record',"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
politics_350.txt_57,The Gateshead conference was told he would help young people who were struggling to buy their own homes.,"[{""text"": ""Gateshead"", ""label"": ""PUBLIC-FIGURE""}]"
politics_350.txt_410,"He said: ""I'm the General Election co-ordinator and I don't know, and Tony has not made up his mind.""","[{""text"": ""Tony"", ""label"": ""POLITICIAN""}]"
sport_123.txt_92,"Terry, the captain of Chelsea as they push for the Premiership title, would have been a certain starter in the absence of Campbell and Ferdinand.","[{""text"": ""Terry"", ""label"": ""ATHLETE""}, {""text"": ""Campbell"", ""label"": ""ATHLETE""}, {""text"": ""Ferdinand"", ""label"": ""ATHLETE""}]"
politics_380.txt_280,"Chancellor Gordon Brown and Transport Secretary Alistair Darling promoted the news in Edinburgh, Wales Secretary Peter Hain and Welsh First Minister Rhodri Morgan in Cardiff and Northern Ireland Minister John Spellar in Belfast.","[{""text"": ""Gordon Brown"", ""label"": ""POLITICIAN""}, {""text"": ""Alistair Darling"", ""label"": ""POLITICIAN""}, {""text"": ""Peter Hain"", ""label"": ""POLITICIAN""}, {""text"": ""Rhodri Morgan"", ""label"": ""POLITICIAN""}, {""text"": ""John Spellar"", ""label"": ""POLITICIAN""}]"
politics_380.txt_3724,I thank Mr. Blair and his government for increase in the national minimum wage.,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
sport_149.txt_28,"Referred to in the Netherlands as ""the General"", Michels led the Dutch at the 1974 World Cup - when they reached the final only to lose 2-1 to Germany.","[{""text"": ""Michels"", ""label"": ""ATHLETE""}]"
politics_180.txt_161,Tony Blair said he would do everything he could to meet concerns about the bill.,"[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
politics_346.txt_372,"And Tony Blair would be in the very front line of that campaign, he said.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
sport_208.txt_169,Souness joined Sir Alex Ferguson in backing Smith's claims.,"[{""text"": ""Souness"", ""label"": ""ATHLETE""}, {""text"": ""Sir Alex Ferguson"", ""label"": ""ATHLETE""}, {""text"": ""Smith"", ""label"": ""ATHLETE""}]"
sport_208.txt_180,The Scottish Football Association is about to embark on the search for Vogts successor after appointing Tommy Burns in a caretaker capacity.,"[{""text"": ""Vogts"", ""label"": ""ATHLETE""}, {""text"": ""Tommy Burns"", ""label"": ""ATHLETE""}]"
entertainment_258.txt_128,"The assault charge stemmed from April 2004, when Ms Love found musician Kristin King in her boyfriend's home.","[{""text"": ""Love"", ""label"": ""MUSICIAN""}, {""text"": ""Kristin King"", ""label"": ""MUSICIAN""}]"
entertainment_258.txt_414,Cobain committed suicide in 1994.,"[{""text"": ""Cobain"", ""label"": ""MUSICIAN""}]"
entertainment_298.txt_6,"

Spider-Man creator Stan Lee is to get a multi-million dollar windfall after winning a court battle with comic book company Marvel.","[{""text"": ""Stan Lee"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_298.txt_145,"Lee took legal action in 2002, saying Marvel shut him out of ""jackpot"" profits from the first blockbuster film.","[{""text"": ""Lee"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_298.txt_195,As well as Spider-Man,"[{""text"": ""Spider-Man"", ""label"": ""PUBLIC-FIGURE""}]"
politics_009.txt_0,Campbell: E-mail row 'silly fuss',"[{""text"": ""Campbell"", ""label"": ""POLITICIAN""}]"
politics_280.txt_0,Blair sees greater Bush consensus,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}, {""text"": ""Bush"", ""label"": ""POLITICIAN""}]"
politics_280.txt_83,Mr Bush was sworn in at a ceremony in Washington DC on Thursday.,"[{""text"": ""Bush"", ""label"": ""POLITICIAN""}]"
politics_280.txt_98,"Echoing the new US Secretary of State Condoleezza Rice, the prime minister said there has been a clear evolution of US policy since the war in Afghanistan in 2001.","[{""text"": ""Condoleezza Rice"", ""label"": ""POLITICIAN""}]"
entertainment_229.txt_168,"Singer Sam Endicott said he felt ""great"" about coming top of the Sound of 2005 list.","[{""text"": ""Sam Endicott"", ""label"": ""MUSICIAN""}]"
business_246.txt_0,"Ebbers 'aware' of WorldCom fraud

","[{""text"": ""Ebbers"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
business_246.txt_85,Mr Ebbers has denied multiple charges of conspiracy and fraud.,"[{""text"": ""Ebbers"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
tech_052.txt_182,"Microsoft chief, Bill Gates, used the GDC event to unveil the original Xbox five years ago.","[{""text"": ""Bill Gates"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_281.txt_0,Wenger shock at Newcastle dip,"[{""text"": ""Wenger"", ""label"": ""ATHLETE""}]"
entertainment_082.txt_343,The decision also saw Clint Eastwood get his third personal nomination for Million Dollar Baby.,"[{""text"": ""Clint Eastwood"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_082.txt_394,"Chinese actress Ziyi Zhang, star of Crouching Tiger, Hidden Dragon, Hero and House of Flying Daggers,","[{""text"": ""Ziyi Zhang"", ""label"": ""ACTOR-DIRECTOR""}]"
business_303.txt_140,"Earlier, Mr Wilson had said that president Luiz Inacio Lula da Silva has decided to step in and a decree of some kind of intervention could be signed this week.","[{""text"": ""Wilson"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Luiz Inacio Lula da Silva"", ""label"": ""POLITICIAN""}]"
politics_134.txt_174,"The Attorney General, Lord Goldsmith, has so far issued no instructions to police on how they should deal with hunters who violate the law.","[{""text"": ""Lord Goldsmith"", ""label"": ""POLITICIAN""}]"
politics_134.txt_419,","" hunt master, Captain Ian Farquhar, said.","[{""text"": ""Ian Farquhar"", ""label"": ""PUBLIC-FIGURE""}]"
politics_150.txt_0,Galloway plea for hostage release,"[{""text"": ""Galloway"", ""label"": ""POLITICIAN""}]"
politics_150.txt_235,The latest footage showed Mrs Hassan asking for British troops to be pulled out of Iraq.,"[{""text"": ""Hassan"", ""label"": ""PUBLIC-FIGURE""}]"
sport_216.txt_396,"Yet Rooney is seen only as the worst example of many England miscreants, with Gary Neville criticised for continuing the feud between Manchester United and Arsenal for his tackles on Jose Reyes.","[{""text"": ""Rooney"", ""label"": ""ATHLETE""}, {""text"": ""Gary Neville"", ""label"": ""ATHLETE""}, {""text"": ""Jose Reyes"", ""label"": ""ATHLETE""}]"
sport_216.txt_514,"And like AS, Marca criticises Gary Neville for ""leaving a message on Reyes' ankle"" to remind him of the Manchester United-Arsenal clash this month.","[{""text"": ""Gary Neville"", ""label"": ""ATHLETE""}, {""text"": ""Reyes"", ""label"": ""ATHLETE""}]"
politics_248.txt_0,David Blunkett in quotes,"[{""text"": ""David Blunkett"", ""label"": ""POLITICIAN""}]"
politics_248.txt_303,"""I foolishly thought as this was a celebrity edition it would be more relaxed than normal.""

""You wake up and you receive a phone call - Shipman's topped himself.","[{""text"": ""Shipman"", ""label"": ""PUBLIC-FIGURE""}]"
politics_302.txt_233,"""A stooge who will sing any song, make any speech, do any dance, do anything she is told to by Tony Blair - irrespective of how her constituents are adversely affected or how strongly they feel to the contrary.""","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
entertainment_041.txt_100,"Icon spent very little on advertising the film, which deals with the last hours of Jesus Christ's life, when it was released earlier this year","[{""text"": ""Jesus Christ"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_198.txt_0,"Brookside actress Keaveney dies

","[{""text"": ""Keaveney"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_198.txt_188,"said: ""Anna was due to have had another operation on Friday but unfortunately she was too weak.""","[{""text"": ""Anna"", ""label"": ""ACTOR-DIRECTOR""}]"
tech_106.txt_58,Indian writer Rohit Gupta edits a group blog called Dogs without Borders.,"[{""text"": ""Rohit Gupta"", ""label"": ""AUTHOR-WRITER""}]"
tech_106.txt_411,Dina Mehta is an Indian blogger who's helping with the newly created South East Asia Earthquake and Tsunami Blog.,"[{""text"": ""Dina Mehta"", ""label"": ""AUTHOR-WRITER""}]"
tech_106.txt_607,Mr Kotamaraja wanted to help those affected by the tsunami by pooling money with concerned friends.,"[{""text"": ""Kotamaraja"", ""label"": ""PUBLIC-FIGURE""}]"
tech_106.txt_774,"""Well,"" Heretic writes, ""that was just the least affected areas - so you can just imagine - or can you?""","[{""text"": ""Heretic"", ""label"": ""AUTHOR-WRITER""}]"
tech_276.txt_587,Mr Bolz said video games firm had to work more closely with celebrities.,"[{""text"": ""Bolz"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_161.txt_155,Mr Blair has been a leading advocate of Turkish membership despite controversy surrounding the idea.,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_282.txt_0,Blair blasts Tory spending plans,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
business_178.txt_66,His comments came as President George W Bush said the US backed Russian entry.,"[{""text"": ""George W Bush"", ""label"": ""POLITICIAN""}]"
business_178.txt_105,His comments come three days before he is due to meet President Vladimir Putin.,"[{""text"": ""Vladimir Putin"", ""label"": ""POLITICIAN""}]"
sport_070.txt_245,"My gut feeling is that Kelly would like to run in the European Indoor Championships, but she just hasn't convinced herself she is fit enough to do so.","[{""text"": ""Kelly"", ""label"": ""ATHLETE""}]"
sport_070.txt_754,I think those conditions affected the distance runners and in fact Defar complained to her coach after the race that she could not get her breath properly.,"[{""text"": ""Defar"", ""label"": ""ATHLETE""}]"
sport_112.txt_147,"And responding to criticism from BBC Sport pundit and former Liverpool stalwart Alan Hansen, he insisted talks on new investment are ongoing, but added the door has not closed on shareholder and lifelong fan Steve Morgan.","[{""text"": ""Alan Hansen"", ""label"": ""ATHLETE""}, {""text"": ""Steve Morgan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_112.txt_1391,Critical time for Liverpool with regards to Gerrard.,"[{""text"": ""Gerrard"", ""label"": ""ATHLETE""}]"
sport_112.txt_1552,The key is if Gerrard comes out and says that he is happy.,"[{""text"": ""Gerrard"", ""label"": ""ATHLETE""}]"
politics_179.txt_301,"Farmer Geoff Brooks, a senior member of the Quorn hunt, told BBC News people's lives ""revolved around hunting"".","[{""text"": ""Geoff Brooks"", ""label"": ""PUBLIC-FIGURE""}]"
politics_335.txt_0,Kennedy begins pre-election tour,"[{""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
entertainment_147.txt_258,"Mr Newton is a critically acclaimed jazz and classical flutist, composer, performer, and university professor.","[{""text"": ""Newton"", ""label"": ""MUSICIAN""}]"
sport_172.txt_0,Mourinho receives Robson warning,"[{""text"": ""Mourinho"", ""label"": ""ATHLETE""}, {""text"": ""Robson"", ""label"": ""ATHLETE""}]"
entertainment_309.txt_143,French writer Christophe Barratie and Korean writer Park Chan-Chook shared the best screenplay award for Les Choristes and Old Boy respectively.,"[{""text"": ""Christophe Barratie"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Park Chan-Chook"", ""label"": ""AUTHOR-WRITER""}]"
sport_282.txt_0,Ferguson hails Man Utd 's resolve,"[{""text"": ""Ferguson"", ""label"": ""ATHLETE""}]"
sport_198.txt_239,It also charged Ruud van Nistelrooy with serious foul play while Arsenal boss Arsene Wenger has been asked to explain comments he made about the referee.,"[{""text"": ""Ruud van Nistelrooy"", ""label"": ""ATHLETE""}, {""text"": ""Arsene Wenger"", ""label"": ""ATHLETE""}]"
entertainment_232.txt_128,"The original book by George Abbott and Richard Bissell will be revised by playwright Peter Ackerman, who co-wrote the screenplay for the movie Ice Age.","[{""text"": ""George Abbott"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Richard Bissell"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Peter Ackerman"", ""label"": ""AUTHOR-WRITER""}]"
sport_391.txt_0,Healey targets England comeback,"[{""text"": ""Healey"", ""label"": ""ATHLETE""}]"
business_167.txt_0,Hariri killing hits Beirut shares,"[{""text"": ""Hariri"", ""label"": ""POLITICIAN""}]"
politics_386.txt_85,Mr Straw also signed a deal on China-UK tourism.,"[{""text"": ""Straw"", ""label"": ""POLITICIAN""}]"
politics_386.txt_470,"Brad Adams, from the UK's Human Rights Watch, said: ""This is a huge political signal from Europe that they are willing to forget about Tiananmen Square.""","[{""text"": ""Brad Adams"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_329.txt_0,Van Gogh festival film withdrawn,"[{""text"": ""Van Gogh"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_329.txt_93,Submission was made with liberal Somali-Dutch politician Ayaan Hirsi Ali and was due to be shown on 30 January.,"[{""text"": ""Ayaan Hirsi Ali"", ""label"": ""POLITICIAN""}]"
entertainment_345.txt_0,"Britney attacks 'false tabloids'

Pop star Britney Spears has attacked ""false"" and ""desperate"" US tabloid magazines, questioning their honesty after they reported she was pregnant.","[{""text"": ""Britney"", ""label"": ""MUSICIAN""}, {""text"": ""Britney Spears"", ""label"": ""MUSICIAN""}]"
entertainment_345.txt_89,Stories about the state of her marriage to Kevin Federline and rumours about a pregnancy have recently appeared.,"[{""text"": ""Kevin Federline"", ""label"": ""MUSICIAN""}]"
entertainment_345.txt_126,"In February, Spears clashed with Us Weekly for publishing pictures of her honeymoon in Fiji without permission.","[{""text"": ""Spears"", ""label"": ""MUSICIAN""}]"
politics_008.txt_55,Labour's Yvette Cooper said she found it hard to persuade Commons officials she was a minister and not a secretary.,"[{""text"": ""Yvette Cooper"", ""label"": ""POLITICIAN""}]"
sport_365.txt_54,"But Williams said: ""I want to make it clear that I'm committed totally to Scottish rugby.","[{""text"": ""Williams"", ""label"": ""ATHLETE""}]"
business_193.txt_0,Borussia Dortmund near bust,"[{""text"": ""Borussia Dortmund"", ""label"": ""ATHLETE""}]"
politics_044.txt_50,It has been reported they could be questioned about Prince Charles' spending on Camilla Parker Bowles.,"[{""text"": ""Prince Charles"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Camilla Parker Bowles"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_010.txt_165,"""The play is obscene and pornographic although it was under the guise of women's liberation,"" MP Kefa Ssempgani told parliament.","[{""text"": ""Kefa Ssempgani"", ""label"": ""POLITICIAN""}]"
entertainment_010.txt_211,"""There is obviously some fear of the vagina and saying the word vagina,"" Ms Ensler told the BBC.","[{""text"": ""Ensler"", ""label"": ""AUTHOR-WRITER""}]"
politics_305.txt_0,Labour battle plan 'hides Blair',"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_305.txt_570,"""Tony Blair seems to have disappeared from Labour leaflets and broadcasts,"" he said.","[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
sport_319.txt_109,"The ban means former Scotland international Pountney cannot enter the playing enclosure, technical areas or go near the touchline, tunnel or players and officials' areas on the day of a game.","[{""text"": ""Pountney"", ""label"": ""ATHLETE""}]"
entertainment_254.txt_28,"The Birmingham-born singer, full name Jamelia Davis, was signed to a record label at the age of 15 and released her first single So High at 18.","[{""text"": ""Jamelia Davis"", ""label"": ""MUSICIAN""}]"
politics_157.txt_88,"In January, Mr Kilroy-Silk quit his BBC One show for remarks he made about Arabs, who he called ""suicide bombers"".","[{""text"": ""Kilroy-Silk"", ""label"": ""POLITICIAN""}]"
politics_157.txt_115,"

Mr Kilroy-Silk had already been taken off air by BBC bosses for the comments, in which he also described Arabs as ""limb-amputators, women repressors"".","[{""text"": ""Kilroy-Silk"", ""label"": ""POLITICIAN""}]"
politics_157.txt_371,"It went all inside the car and splattered Ruth Kelly.""","[{""text"": ""Ruth Kelly"", ""label"": ""POLITICIAN""}]"
politics_157.txt_505,"Mr Kilroy-Silk, an MEP for the East Midlands, resigned the UK Independence Party whip in the European Parliament in October, after criticising UKIP and stating his ambition to be leader.","[{""text"": ""Kilroy-Silk"", ""label"": ""POLITICIAN""}]"
politics_315.txt_103,Mr Smith's departure was reported widely at the time as his shouldering the blame for the failings of the Child Support Agency.,"[{""text"": ""Smith"", ""label"": ""POLITICIAN""}]"
politics_315.txt_228,"It now emerges that the widespread belief Mr Smith, made Commander of the Order of the Bath in the New Year honours, had left, was wrong.","[{""text"": ""Smith"", ""label"": ""POLITICIAN""}]"
politics_031.txt_0,Blunkett sorry over murder plan,"[{""text"": ""Blunkett"", ""label"": ""POLITICIAN""}]"
sport_227.txt_0,Wenger keeping faith with Almunia,"[{""text"": ""Wenger"", ""label"": ""ATHLETE""}, {""text"": ""Almunia"", ""label"": ""ATHLETE""}]"
sport_227.txt_52,"Wenger said: ""You don't think I would take out one goalkeeper for just one game, do you?","[{""text"": ""Wenger"", ""label"": ""ATHLETE""}]"
sport_227.txt_561,"Meanwhile, Thierry Henry believes he will be blamed if Arsenal fail to qualify for the next stage of the Champions League.","[{""text"": ""Thierry Henry"", ""label"": ""ATHLETE""}]"
entertainment_268.txt_124,"Motorhead, Judas Priest and Prodigy are included along with newer acts like The Darkness and Lostprophets.","[{""text"": ""Motorhead"", ""label"": ""MUSICIAN""}, {""text"": ""Judas Priest"", ""label"": ""MUSICIAN""}, {""text"": ""Prodigy"", ""label"": ""MUSICIAN""}, {""text"": ""The Darkness"", ""label"": ""MUSICIAN""}, {""text"": ""Lostprophets"", ""label"": ""MUSICIAN""}]"
"Virtual weight"" measurements are based on research by California Institute of Technology professor Roy Williams.","[{""text"": ""roy williams"", ""label"": ""AUTHOR-WRITER""}]"
"Britain has become a nation of information hoarders with a ferocious appetite for data,"" said Martin Larsson, general manager of Toshiba's European storage device division.","[{""text"": ""martin larsson"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
"Consumer electronics companies want UWB to replace cables and simplify set-up,"" Jeff Ravencraft, technology strategist at Intel and chairman of the Wireless USB Promoter Group, told technology site ZDNet. ""","[{""text"": ""jeff ravencraft"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
"Here in Asia, we consider a double-digit increase in retail on the order of 10 to 15% to be realistic on the basis of current features,"" said Helmut Panke, BMW's group chief executive.","[{""text"": ""helmut panke"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
"Stephen Toulouse, a Microsoft security manager, said the flaws were known about, and although the firm had not seen any attacks exploiting the flaw, he did not rule them out.","[{""text"": ""stephen toulouse"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
"That gives them some head room to invest in growth now,"" said Hannes Wittig, telecoms analyst at Dresdner Kleinwort Wasserstein.","[{""text"": ""hannes wittig"", ""label"": ""PUBLIC-FIGURE""}]"
": ""I recall in 1978 he came to the UK for Top of the Pops and a Daily Mirror journalist did a half-hour interview.","[{""text"": ""daily mirror journalist"", ""label"": ""AUTHOR-WRITER""}]"
"""While HSDPA theoretically enables data rates up to a maximum of 14Mbps, practical throughputs will be lower than this in wide-area networks,"" said Dr Alastair Brydon, author of the Analysys report: Pushing Beyond the Limits of 3G with HSDPA and Other Enhancements. ""","[{""text"": ""alastair brydon"", ""label"": ""AUTHOR-WRITER""}]"
